name,name_pt,name_en,barcode,brands,categories,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,countries,source
Cobertura Premium - Ao leite,Cobertura Premium - Ao leite,,7896411891763,Selecta Supreme,,,,,,,,,,en:brazil,openfoodfacts
Alfajor Sabor Cookies N’ Cream,Alfajor Sabor Cookies N’ Cream,,7898765400325,LaGanexa,,,,,,,,,,en:brazil,openfoodfacts
Butter Flavored Cookies,,Butter Flavored Cookies,7896064205580,Santa Edwiges,,,,,,,,,,en:brazil,openfoodfacts
Hambúrguer churrasco Sadia 672g,,Hambúrguer churrasco Sadia 672g,0898400066357,,,,,,,,,,,en:brazil,openfoodfacts
Barra de proteína Pistacchio,Barra de proteína Pistacchio,,7898599218394,"Nutrata, Bacio di Latte",en:dietary-supplements; en:bodybuilding-supplements; en:protein-bars,,,,,,,,,en:brazil,openfoodfacts
Biscuits Quinoa,,Biscuits Quinoa,7803520003062,Quinua,en:snacks; en:galletas; en:galletas-de-quinoa,,,,,,,,,en:brazil,openfoodfacts
surtido cóctel,,surtido cóctel,7804800300062,millantu,en:snacks; en:frutos-secos; en:mezclas-de-frutos-secos,,,,,,,,,en:brazil,openfoodfacts
Queijo Coalho,,Queijo Coalho,2000726952377,Martins & Rebello,,,,,,,,,,en:brazil,openfoodfacts
Eggs,,Eggs,2004200325350,"Carrefour Bio,Carrefour",,,,,,,,,,en:brazil,openfoodfacts
Ultra Watermelon,Ultra Watermelon,,1220000250888,Monster,en:beverages-and-beverages-preparations; en:beverages; en:energy-drinks,,,,,,,,,en:brazil,openfoodfacts
Pepsi,,Pepsi,2848620009342,Pepsi,en:bebidas; en:bebidas-carbonatadas; en:refrescos; en:refrescos-de-cola; en:refrescos-de-cola-sin-azucar,,,,,,,,,en:brazil,openfoodfacts
Vitamina C em Gomas de Gelatina,,Vitamina C em Gomas de Gelatina,78936867,Valda,,,,,,,,,,en:brazil,openfoodfacts
Arroz Integral Orgânico,Arroz Integral Orgânico,,7898966769009,Umbuy Orgânicos,,,,,,,,,,en:brazil,openfoodfacts
Space Protein,,Space Protein,8585067200102,Space Protein,en:snacks; en:barras-de-proteinas,,,,,,,,,en:brazil,openfoodfacts
Bala Sabor Limao E Cola,Bala Sabor Limao E Cola,,4560160773610,Daiso,,,,,,,,,,en:brazil,openfoodfacts
Alfajor Manjar Sin Azúcar Añadida,,Alfajor Manjar Sin Azúcar Añadida,7802245001476,Entrelagos,en:snacks; en:sweet-snacks; en:confectioneries; en:festive-foods; en:christmas-foods-and-drinks,,,,,,,,,en:brazil,openfoodfacts
WILD PROTEIN WHEY,,WILD PROTEIN WHEY,7804673914113,WILD,en:proteinas; en:proteinas-de-suero; en:suplementos,,,,,,,,,en:brazil,openfoodfacts
Wrap Pollo,,Wrap Pollo,2497658049907,Cuisine & Co Fresh,en:sandwiches; en:wraps; en:comidas-preparadas,,,,,,,,,en:brazil,openfoodfacts
Svelty con leche natural,,Svelty con leche natural,7613033031113,Nestlé,en:leches; en:leches-en-polvo; en:lacteos,,,,,,,,,en:brazil,openfoodfacts
Ramitas Evercrisp,,Ramitas Evercrisp,7802000020056,Evercrisp,en:snacks,,,,,,,,,en:brazil,openfoodfacts
MIZOS Galletitas de arroz integral con cobertura sabor a chocolate semiamargo y naranja,,MIZOS Galletitas de arroz integral con cobertura sabor a chocolate semiamargo y naranja,5800046450099,MIZOS,en:snacks; en:galletas; en:galletas-de-arroz,,,,,,,,,en:brazil,openfoodfacts
Rollo,,Rollo,7803403004513,Marinela,en:snacks; en:galletas,,,,,,,,,en:brazil,openfoodfacts
Shampoo yama proteínas,,Shampoo yama proteínas,7896150023616,,,,,,,,,,,en:brazil,openfoodfacts
"Carne Moída Com Vagem, Arroz Com Brócolis, Feijão Preto E Legumes","Carne Moída Com Vagem, Arroz Com Brócolis, Feijão Preto E Legumes",,2227182408266,Liv Up,,,,,,,,,,en:brazil,openfoodfacts
Whey Morango Concentrado,,,7898641070840,Dux,,,,,,,,,,en:brazil,openfoodfacts
"Bolo do Chef Paulinho Sem Glúten, Sabor Chocolate","Bolo do Chef Paulinho Sem Glúten, Sabor Chocolate",,7898344322253,Aminna,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:cakes; en:chocolate-cakes,,,,,,,,,en:brazil,openfoodfacts
Bilz Zero,,Bilz Zero,7801620008383,Bilz,en:bebidas; en:bebidas-gaseosas,,,,,,,,,en:brazil,openfoodfacts
Cheetos Palitos,,Cheetos Palitos,7802000021220,Cheetos,en:snacks; en:aperitivos-salados; en:palitos-de-maiz,,,,,,,,,en:brazil,openfoodfacts
Mostacholi Sin gluten,,Mostacholi Sin gluten,7803500000944,Nutresa,en:plant-based-foods-and-beverages; en:plant-based-foods; en:pastas; en:pastas-sin-gluten,,,,,,,,,en:brazil,openfoodfacts
IRON PROTEIN CHOCOLATE MANÍ,,IRON PROTEIN CHOCOLATE MANÍ,7807910044581,Cuisine & Co.,en:snacks; en:barras-de-proteina,,,,,,,,,en:brazil,openfoodfacts
Caninha,Caninha,,7897946400208,Chora Rita,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
Torta de maçã,Torta de maçã,,7908073101330,Festval,,,,,,,,,,en:brazil,openfoodfacts
Frango Desfiado Defumado,,,7897147212617,Tropeira,,,,,,,,,,en:brazil,openfoodfacts
Tallarin 78,,Tallarin 78,6800032707014,Talliani,en:plant-based-foods-and-beverages; en:plant-based-foods; en:pastas; en:tallarines,,,,,,,,,en:brazil,openfoodfacts
Mustang Blanco Cookies & Cream Manjar,,Mustang Blanco Cookies & Cream Manjar,7802408000490,Savory,en:helados; en:helados-de-leche,,,,,,,,,en:brazil,openfoodfacts
Açaí com guaraná,Açaí com guaraná,,7896519299195,"Búfalo, De Marchi",en:desserts; en:frozen-foods; en:frozen-desserts; en:ice-creams-and-sorbets; en:sorbets,,,,,,,,,en:brazil,openfoodfacts
GOODNES PROTEIN,,GOODNES PROTEIN,0359331008507,Nestlé,,,,,,,,,,en:brazil,openfoodfacts
GOODNES PROTEIN,,GOODNES PROTEIN,0439335485433,Nestlé,en:lacteos; en:yogures,,,,,,,,,en:brazil,openfoodfacts
Brigadeiro,Brigadeiro,,2069500015509,Padrão,,,,,,,,,,en:brazil,openfoodfacts
Club Social Integral Tradicional,,Club Social Integral Tradicional,7622201720124,Club Social,en:snacks; en:galletas; en:galletas-saladas,,,,,,,,,en:brazil,openfoodfacts
Marshmallow Tradicional,,Marshmallow Tradicional,2003827008899,City Posto,,,,,,,,,,en:brazil,openfoodfacts
Massa para Pastel,Massa para Pastel,,7897015500020,Carneiro,,,,,,,,,,en:brazil,openfoodfacts
Griego pro-tein,,Griego pro-tein,4801104005559,Quillayes,en:lacteos; en:yogures; en:yogures-de-leche-de-vaca; en:yogures-griegos,,,,,,,,,en:brazil,openfoodfacts
Gbocchi Di Patate,,,0736532138156,Capone,,,,,,,,,,en:brazil,openfoodfacts
Cover Pastelería Sin Azúcar,,Cover Pastelería Sin Azúcar,7809622301266,Puratos Carat,en:coberturas; en:dulces-untables,,,,,,,,,en:brazil,openfoodfacts
Nuevo Premium 3 Quesos,,Nuevo Premium 3 Quesos,7808744502551,Daily Fresh,en:snacks; en:sandwiches,,,,,,,,,en:brazil,openfoodfacts
Pão Sírio,Pão Sírio,,7897359806475,Mabruk,,,,,,,,,,en:brazil,openfoodfacts
Milka,,Milka,7622202250439,Milka,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates,,,,,,,,,en:brazil,openfoodfacts
Alfajor Relleno Sabor Limón,,Alfajor Relleno Sabor Limón,7798301130399,VeryFood,en:snacks; en:sweet-snacks; en:confectioneries; en:festive-foods; en:christmas-foods-and-drinks,,,,,,,,,en:brazil,openfoodfacts
MULTIVITAMINS + MINERALS MAN,,MULTIVITAMINS + MINERALS MAN,4022679151810,Easylife,en:suplementos-alimenticios,,,,,,,,,en:brazil,openfoodfacts
Mr. Beast Beef Jerky Original,,Mr. Beast Beef Jerky Original,7898961400600,Jack Link's,,,,,,,,,,en:brazil,openfoodfacts
Dulce de Membrillo,,Dulce de Membrillo,78034228,Watt's,en:dulces-untables; en:mermeladas,,,,,,,,,en:brazil,openfoodfacts
Red Draft,Red Draft,,7896336809997,Pink Moon,,,,,,,,,,en:brazil,openfoodfacts
Red Draft,Red Draft,,7896336809942,Pink Moon,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
Vinho Branco de Mesa Suave,Vinho Branco de Mesa Suave,,7896356600161,Jurupinga,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
Pão Árabe Tradicional,Pão Árabe Tradicional,,7898417570048,Tenda Árabe,,,,,,,,,,en:brazil,openfoodfacts
Protein Extra Proteína Natural Endulzado,,Protein Extra Proteína Natural Endulzado,5807610007062,Lonco Leche,en:lacteos; en:yogures; en:yogures-batidos,,,,,,,,,en:brazil,openfoodfacts
Gotas de Chocolate Sucedáneo,,Gotas de Chocolate Sucedáneo,7804665440279,Neucober,en:coberturas; en:dulces-untables,,,,,,,,,en:brazil,openfoodfacts
Cookies & Cream,,Cookies & Cream,7898755180220,Bold thin,,,,,,,,,,en:brazil,openfoodfacts
Mono Toast,,Mono Toast,7800120164186,Costa,en:snacks,,,,,,,,,en:brazil,openfoodfacts
MANTEQUILLA DE ALMENDRA,,MANTEQUILLA DE ALMENDRA,7663170950105,aldea nativa,en:mantequillas; en:mantequillas-de-almendra; en:untables,,,,,,,,,en:brazil,openfoodfacts
Vivo Avena 4 semillas,,Vivo Avena 4 semillas,5802720170286,Vivo,en:avena; en:cereales,,,,,,,,,en:brazil,openfoodfacts
"Frango Oriental, Arroz Integral Com Brócolis E Amêndoas E Legumes","Frango Oriental, Arroz Integral Com Brócolis E Amêndoas E Legumes",,7898637355678,Liv Up,en:meal-kits,,,,,,,,,en:brazil,openfoodfacts
100% Energy Whey,,100% Energy Whey,7898721110299,Euronutry,,,,,,,,,,en:brazil,openfoodfacts
Cerveja Puro Malte,Cerveja Puro Malte,,7896388010235,Tijuca,,,,,,,,,,en:brazil,openfoodfacts
Yupi limão,Yupi limão,,7896408445245,Casaredo,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
Sabor Andino Sour,,Sabor Andino Sour,7802175002185,Sabor Andino,en:bebidas-alcoholicas; en:cocteles,,,,,,,,,en:brazil,openfoodfacts
Óleo de Soja Veleiro,Óleo de Soja Veleiro,,7896036090855,Cargill,pt:mercearia,,,,,,,,,en:brazil,openfoodfacts
Molho de Tomate Refogado Trad.,Molho de Tomate Refogado Trad.,,7898598213055,Minas+,pt:mercearia,,,,,,,,,en:brazil,openfoodfacts
Mini Baguete Rústica,Mini Baguete Rústica,,7730911982142,Pagnifique,,,,,,,,,,en:brazil,openfoodfacts
100% Whey Protein,,100% Whey Protein,00551755,Davel,en:proteinas; en:suplementos,,,,,,,,,en:brazil,openfoodfacts
Danesa gomitas,,Danesa gomitas,7802247301208,Merello,en:dulces; en:gomitas,,,,,,,,,en:brazil,openfoodfacts
El Descanso Reserva Carmenere 2022,,El Descanso Reserva Carmenere 2022,7809636303287,El Descanso,en:bebidas-alcoholicas; en:vinos,,,,,,,,,en:brazil,openfoodfacts
Granola Tradicional Zero,,Granola Tradicional Zero,7898115759004,Tia Sônia,,,,,,,,,,en:brazil,openfoodfacts
Sobrecoxa Desossada Ao Chimichurri,,Sobrecoxa Desossada Ao Chimichurri,7894904256594,Seara Gourmet,,,,,,,,,,en:brazil,openfoodfacts
Alfajor recheio de chocolate,Alfajor recheio de chocolate,,7892656710111,Alfajor,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
Horus Pre Workout - Cotton Candy,,Horus Pre Workout - Cotton Candy,7899941202382,Max Titanium,,,,,,,,,,en:brazil,openfoodfacts
Caramel Latte,,Caramel Latte,0781159004193,Marley Coffee,en:bebidas; en:bebidas-de-cafe; en:bebidas-instantaneas,,,,,,,,,en:brazil,openfoodfacts
Leite Desnatado,Leite Desnatado,Leite Natural Milk,7896051169499,Itambé,,,,,,,,,,en:brazil,openfoodfacts
Pao de forma integral,,Pao de forma integral,7898189080448,Biscoitps trigo & cia,,,,,,,,,,en:brazil,openfoodfacts
barra de cereal y berries,,barra de cereal y berries,7804627172132,Tribu,en:snacks; en:barras-de-cereal,,,,,,,,,en:brazil,openfoodfacts
Biscoite de Polvilho - Parmesão,Biscoite de Polvilho - Parmesão,,7896236305308,Vale D'ouro,,,,,,,,,,en:brazil,openfoodfacts
Vainilla Almendras,,Vainilla Almendras,04115519,San Francisco,en:helados; en:paletas-de-crema,,,,,,,,,en:brazil,openfoodfacts
Arroz Japones Cru,,,7896290301544,Prato Fino,,,,,,,,,,en:brazil,openfoodfacts
MIZOS Popped Chips,,MIZOS Popped Chips,7804646450129,MIZOS,en:snacks; en:chips,,,,,,,,,en:brazil,openfoodfacts
Bebida vegetal Viver Barista,Bebida vegetal Viver Barista,,7891103530715,Carrefour,en:beverages-and-beverages-preparations; en:plant-based-foods-and-beverages; en:beverages; en:dairy-substitutes; en:milk-substitutes,,,,,,,,,en:brazil,openfoodfacts
Cookies sabor charge,Cookies sabor charge,,7891000420867,Nestlé,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
Chips de Banana Salgada,,Chips de Banana Salgada,7898957610020,Sítio Amigos da Terra,,,,,,,,,,en:brazil,openfoodfacts
Doña Mora,,Doña Mora,7807910043751,Cuisine & Co.,en:frutas; en:moras,,,,,,,,,en:brazil,openfoodfacts
Snackin Beef Jerky,,Snackin Beef Jerky,7801916039459,La Preferida,en:snacks; en:meats-and-their-products; en:beef-and-its-products; en:prepared-meats; en:dried-meats,,,,,,,,,en:brazil,openfoodfacts
Barra de Cereal Sin Azúcar Añadida,,Barra de Cereal Sin Azúcar Añadida,6801004001666,Evercrisp,en:snacks; en:barras-de-cereal,,,,,,,,,en:brazil,openfoodfacts
Aveia em flocos finos,Aveia em flocos finos,,7891091010763,São Braz,en:plant-based-foods-and-beverages; en:plant-based-foods; en:breakfasts; en:cereals-and-potatoes; en:cereals-and-their-products,,,,,,,,,en:brazil,openfoodfacts
Atún Lomitos en Agua,,Atún lomitos,7807910052876,Cuisine & Co.,en:atun; en:pescados,,,,,,,,,en:brazil,openfoodfacts
Chocolate Branco,Chocolate Branco,,7891000438442,Garoto,,,,,,,,,,en:brazil,openfoodfacts
En Línea Barras de Cereal Sin Azúcar Añadida,,En Línea Barras de Cereal Sin Azúcar Añadida,0864604540016,En Línea,en:snacks; en:barras-de-cereal,,,,,,,,,en:brazil,openfoodfacts
Detergente ZUPP 500ml,,Detergente ZUPP 500ml,7806360400800,,,,,,,,,,,en:brazil,openfoodfacts
Detergente ZUPP 500ml,,Detergente ZUPP 500ml,7896360400801,,,,,,,,,,,en:brazil,openfoodfacts
Água Sanitária Zupp 2L,,Água Sanitária Zupp 2L,7896360400627,,,,,,,,,,,en:brazil,openfoodfacts
Chimichurri especiarias,Chimichurri especiarias,,7896232800876,Geriba,en:plant-based-foods-and-beverages; en:plant-based-foods; en:condiments; en:herbs-and-spices; en:spices,,,,,,,,,en:brazil,openfoodfacts
Strawberry Egg Whey Protein,,Strawberry Egg Whey Protein,7896715601822,Uêvo,,,,,,,,,,en:brazil,openfoodfacts
Mini Almendras,,Mini Almendras,7805000318550,Magnum,en:snacks; en:helados; en:helados-de-chocolate,,,,,,,,,en:brazil,openfoodfacts
Melena de león,,Melena de león,9780289827833,Karün Life,en:suplementos-alimentarios,,,,,,,,,en:brazil,openfoodfacts
Protein Sabor Chocolate,,Protein Sabor Chocolate,1446736800023,Whey,en:snacks; en:barras-de-proteinas,,,,,,,,,en:brazil,openfoodfacts
Yoghurt Protein Plus! SIN AZÚCAR AÑADIDA sabor Frutilla,,Yoghurt Protein Plus! SIN AZÚCAR AÑADIDA sabor Frutilla,77986009,Colun,en:lacteos; en:yogures; en:yogures-saborizados,,,,,,,,,en:brazil,openfoodfacts
Durazno Naranja,,Durazno Naranja,7803908007002,Guallarauco,en:bebidas; en:jugos-de-fruta,,,,,,,,,en:brazil,openfoodfacts
Fettuccine Al Huevo,,Fettuccine Al Huevo,7802080001143,Diletto,en:plant-based-foods-and-beverages; en:plant-based-foods; en:pastas; en:pasta-fresca,,,,,,,,,en:brazil,openfoodfacts
Amora Congelada,Amora Congelada,,0074468430617,Colina Verde,,,,,,,,,,en:brazil,openfoodfacts
"Barra de Nuts com Coco, Amendoim, Amêndoas e Chocolate",,"Barra de Nuts com Coco, Amendoim, Amêndoas e Chocolate",7898952041720,Hart's Natural,,,,,,,,,,en:brazil,openfoodfacts
Wild Protein Munchy,,Wild Protein Munchy,01253607,Wild Protein,en:snacks; en:barras-de-proteina,,,,,,,,,en:brazil,openfoodfacts
Barras de Cereal Colágeno,,Barras de Cereal Colágeno,7804000003039,Enlinea,en:snacks; en:barras-de-cereal,,,,,,,,,en:brazil,openfoodfacts
Queso Mozzarella Granulado,,Queso Mozzarella Granulado,7804613391318,La Vaquita,en:lacteos; en:quesos; en:quesos-rallados,,,,,,,,,en:brazil,openfoodfacts
Salmas Chía y Linaza,,Salmas Chía y Linaza,7803525001834,Sanissimo,en:snacks; en:galletas; en:galletas-de-maiz,,,,,,,,,en:brazil,openfoodfacts
Almendras Sabor Vainilla,,Almendras Sabor Vainilla,7804671930337,Vilay go!,en:bebidas; en:bebidas-de-almendra; en:bebidas-vegetales,,,,,,,,,en:brazil,openfoodfacts
Energía Cuidado y Amor en un Mix,,Energía Cuidado y Amor en un Mix,7804515005788,Alto La Cruz,en:snacks; en:mezclas-de-frutos-secos,,,,,,,,,en:brazil,openfoodfacts
Charque TRASEIRA FRIBOI 400g.,,Charque TRASEIRA FRIBOI 400g.,2896567258118,,,,,,,,,,,en:brazil,openfoodfacts
Goiabinha,,Goiabinha,2007259827042,Bauducco,,,,,,,,,,en:brazil,openfoodfacts
Dulce de Leche PREMIUM,,Dulce de Leche PREMIUM,7802930005758,QUILLAYES,en:breakfasts; en:spreads; en:sweet-spreads; en:milk-jams; en:dulces-untables,,,,,,,,,en:brazil,openfoodfacts
Bebida Alcoólica Mista Gaseificada Abacaxi,Bebida Alcoólica Mista Gaseificada Abacaxi,,7896741650481,Stempel,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
Bibida Alcoólica Mista Gaseificada White,Bibida Alcoólica Mista Gaseificada White,,7896741650474,Stempel,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
BROWNIE mini,,BROWNIE mini,7803525001179,Nutra Bien,en:snacks; en:bizcochos,,,,,,,,,en:brazil,openfoodfacts
Bebida Alcoólica Mista Gaseificada Red,Bebida Alcoólica Mista Gaseificada Red,,7896741650429,Stempel,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
Bebida Alcoólica Mista Gaseificada Pink,Bebida Alcoólica Mista Gaseificada Pink,,7896741650504,Stempel,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
Goiabinha Piraquê,,Goiabinha Piraquê,2000795091076,Piraquê,,,,,,,,,,en:brazil,openfoodfacts
Goiabinha Bauducco,,Goiabinha Bauducco,2003175838964,Bauducco,,,,,,,,,,en:brazil,openfoodfacts
Sorvete sabor abacaxi,Sorvete sabor abacaxi,,0040141386229,,en:desserts; en:frozen-foods; en:frozen-desserts; en:ice-creams-and-sorbets; en:ice-creams,,,,,,,,,en:brazil,openfoodfacts
Bebida Alcoólica Mista Frutas Amarelas,Bebida Alcoólica Mista Frutas Amarelas,,7896685200698,Kriskof,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
Bebida Alcoólica Mista Blue,Bebida Alcoólica Mista Blue,,7896685200711,Kriskof,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
Coquetel Alcoólico Raízes Amargas,Coquetel Alcoólico Raízes Amargas,,7896685200063,Paratudo,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
Vodka Trago Russo Tridestilada,Vodka Trago Russo Tridestilada,,7896685200193,Kriskof,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages,,,,,,,,,en:brazil,openfoodfacts
Natural Whey Maracujá,,Natural Whey Maracujá,7898205925838,Vefde Campo,,,,,,,,,,en:brazil,openfoodfacts
Queijo Minas Frescal Light,Queijo Minas Frescal Light,,7896183202156,Quatá,,,,,,,,,,en:brazil,openfoodfacts
Ovinhos De Amendoim,Ovinhos De Amendoim,,7897064809334,Kuky,,,,,,,,,,en:brazil,openfoodfacts
Premium Vegetariano,,Premium Vegetariano,7808744501929,Daily Fresh,en:sandwiches,,,,,,,,,en:brazil,openfoodfacts
PURI POP POPCORN OLIVA SAL DE MAR,,PURI POP POPCORN OLIVA SAL DE MAR,7804660620683,PURI POP,en:snacks; en:palomitas-de-maiz,,,,,,,,,en:brazil,openfoodfacts
Iogurte Vigor Zero Batido,Iogurte Vigor Zero Batido,,7896625213498,Vigor,,,,,,,,,,en:brazil,openfoodfacts
Quinoa Cereal,,Quinoa Cereal,7758963000126,Q foods,en:cereales; en:cereales-para-desayuno,,,,,,,,,en:brazil,openfoodfacts
Protein Extra Proteína Natural No Endulzado,,Protein Extra Proteína Natural No Endulzado,7802910044432,Lonco Leche,en:lacteos; en:yogures; en:yogures-naturales,,,,,,,,,en:brazil,openfoodfacts
Bem Casado,Bem Casado,,7898910277055,Rn,,,,,,,,,,en:brazil,openfoodfacts
Guioza Shimeji,,Guioza Shimeji,0644824387369,Tsuru,,,,,,,,,,en:brazil,openfoodfacts
Pão Multigrãos,Pão Multigrãos,,2001200012068,Pãodoc@,,,,,,,,,,en:brazil,openfoodfacts
Galletas De Proteína Sabor Parmesão,Galletas De Proteína Sabor Parmesão,,7898634263891,Leve Vitta,en:snacks,,,,,,,,,en:brazil,openfoodfacts
"NOURISH GINGER, TURMERIC & LEMON MYRTLE BONE BROTH CONCENTRATE",,"NOURISH GINGER, TURMERIC & LEMON MYRTLE BONE BROTH CONCENTRATE",0799600588161,NOURISH,en:caldo; en:concentrado-de-caldo,,,,,,,,,en:brazil,openfoodfacts
"Whey, Morango",,"Whey, Morango",7899085567668,Adaptogen,,,,,,,,,,en:brazil,openfoodfacts
Salame tipo Italiano,,Salame tipo Italiano,7801930018782,PF,en:embutidos; en:salames,,,,,,,,,en:brazil,openfoodfacts
Protein Whey Sabor Natural Endulzado,,Protein Whey Sabor Natural Endulzado,7808709505269,Surlat,en:lacteos; en:yogures; en:yogures-con-proteina,,,,,,,,,en:brazil,openfoodfacts
NanCare Fibras 20 sachês,,NanCare Fibras 20 sachês,8000300416251,,,,,,,,,,,en:brazil,openfoodfacts
Tikaquitos Fuego Loco,,Tikaquitos Fuego Loco,7804630011695,Tika Artesan Foods,en:snacks; en:salty-snacks; en:appetizers; en:chips-and-fries; en:crisps,,,,,,,,,en:brazil,openfoodfacts
Zaeli 3 em 1,,Zaeli 3 em 1,7896183908638,,,,,,,,,,,en:brazil,openfoodfacts
Molho pimenta dajuda,,Molho pimenta dajuda,7896054906725,,,,,,,,,,,en:brazil,openfoodfacts
Molho inglês Quero,,Molho inglês Quero,7896102509045,,,,,,,,,,,en:brazil,openfoodfacts
Best Whey Dulce De Leche,,,7898225528231,Atlhetica Nutrition,,,,,,,,,,en:brazil,openfoodfacts
Café união,,Café união,9693970030460,,,,,,,,,,,en:brazil,openfoodfacts
Soprole Protein+ Yoghurt Batido Sabor Vainilla,,Soprole Protein+ Yoghurt Batido Sabor Vainilla,7802900002060,Soprole,en:lacteos; en:yogures; en:yogures-batidos,,,,,,,,,en:brazil,openfoodfacts
Protein Whey 12G,,Protein Whey 12G,7808709505276,Surlat,en:lacteos; en:yogures; en:yogures-con-proteina,,,,,,,,,en:brazil,openfoodfacts
Catchup nono Vito 380g,,Catchup nono Vito 380g,7898571200027,,,,,,,,,,,en:brazil,openfoodfacts
Açaí Natural Com Guaraná,Açaí Natural Com Guaraná,,7897196403707,Gran Palatto,,,,,,,,,,en:brazil,openfoodfacts
Mini McKay Niza,,Mini McKay Niza,7613031651443,McKay,en:snacks; en:galletas,,,,,,,,,en:brazil,openfoodfacts
peta,,peta,7898688340333,vó celeste,,,,,,,,,,en:brazil,openfoodfacts
Vegan Shake Sabor Caramelo,,Vegan Shake Sabor Caramelo,7804666274170,Winkler Nutrition,en:snacks; en:barritas; en:barritas-de-proteinas; en:snacks-dulces,,,,,,,,,en:brazil,openfoodfacts
Protein Whey Sabor Natural,,Protein Whey Sabor Natural,7808709505344,Surlat,en:leches; en:leches-saborizadas; en:lacteos,,,,,,,,,en:brazil,openfoodfacts
POMMES NOISETTES,,POMMES NOISETTES,5411031300741,LUX'FRIES,en:alimentos-congelados; en:patatas-fritas; en:patatas-noisette-congeladas,,,,,,,,,en:brazil,openfoodfacts
Protein Bar Vegan Shake Sabor Chocolate,,Protein Bar Vegan Shake Sabor Chocolate,7804666274163,Winkler Nutrition,en:snacks; en:barras-de-proteina,,,,,,,,,en:brazil,openfoodfacts
Banana,,Banana,7891234567890,Vitta,,,,,,,,,,en:brazil,openfoodfacts
Strong Gas,,Strong Gas,7801620010737,Cachantun,en:aguas; en:aguas-con-gas; en:aguas-minerales; en:bebidas,,,,,,,,,en:brazil,openfoodfacts
Supino,,Supino,7896798600279,,,,,,,,,,,en:brazil,openfoodfacts
Happy-Cola,,Happy-Cola,7898629572168,Haribo,,,,,,,,,,en:brazil,openfoodfacts
Filé Sassami,Filé Sassami,,7891527000795,Copacol,,,,,,,,,,en:brazil,openfoodfacts
Vapo Spray 100ml,,Vapo Spray 100ml,7500435182331,,,,,,,,,,,en:brazil,openfoodfacts
Chocolate Meio Amargo,,Chocolate Meio Amargo,7896731023431,Cacau Show,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates,,,,,,,,,en:brazil,openfoodfacts
Polenta Palito,,Polenta Palito,7898904967153,Chef Foods,,,,,,,,,,en:brazil,openfoodfacts
Queijo Cottage,Queijo Cottage,,99290191,Taeq,,,,,,,,,,en:brazil,openfoodfacts
Peelerz Gomitas sabor uva,,Peelerz Gomitas sabor uva,6936756284897,Peelerz,en:snacks; en:dulces; en:gomitas,,,,,,,,,en:brazil,openfoodfacts
JUMBO,,JUMBO,7804689040042,Cencosud,,,,,,,,,,en:brazil,openfoodfacts
Mantecoso Queso Trozado,,Mantecoso Queso Trozado,7804647570680,Huilco,en:lacteos; en:quesos,,,,,,,,,en:brazil,openfoodfacts
Queso Mantecoso Laminado,,Queso Mantecoso Laminado,7807910047254,Cuisine & Co.,en:lacteos; en:quesos; en:quesos-laminados,,,,,,,,,en:brazil,openfoodfacts
Queso Mantecoso Laminado,,Queso Mantecoso Laminado,7802080001181,El Roble,en:lacteos; en:quesos; en:quesos-laminados,,,,,,,,,en:brazil,openfoodfacts
Queso Mantecoso Trozado,,Queso Mantecoso Trozado,7802080001099,El Roble,en:lacteos; en:quesos; en:quesos-mantecosos,,,,,,,,,en:brazil,openfoodfacts
