name,aliases,category,source,external_id,search_text,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,brands,original_name_en
Ponche de Frutas,{Spartan},outros,openfoodfacts,0011213065533,ponche de frutas,4.9,0,1.23,0,0,0,1.23,,,Fruit Punch
Ponche de Frutas (Florida's Natural),"{""Florida's Natural""}",outros,openfoodfacts,0016300160559,ponche de frutas (florida's natural),11.7,0,2.92,0,0,0,2.8,,,Fruit Punch (Florida's Natural)
Ponche de Frutas (Spartan),{Spartan},outros,openfoodfacts,0011213350134,ponche de frutas (spartan),262,1.99,63.5,0,0,,63.5,,,Fruit Punch (Spartan)
Ponche de Frutas (Turkey Hill),"{""Turkey Hill""}",outros,openfoodfacts,0020735096444,ponche de frutas (turkey hill),18.1,0,4.51,0,0,0,4.34,,,Fruit Punch (Turkey Hill)
Suco de Ponche de Frutas,"{""Turkey Hill Dairy Inc.""}",outros,openfoodfacts,0020735094129,suco de ponche de frutas,18.1,0,4.51,0,0,0,4.34,,,Fruit Punch Juice
Purês e Sucos de Frutas,"{""Del Monte""}",outros,openfoodfacts,0024000525462,purês e sucos de frutas,98.8,0,24.7,0,3.67,,16,,,Fruit Purees & Juices
Cereal Multigrãos em Anéis de Frutas,{Kroger},bebidas,openfoodfacts,0011110855497,cereal multigrãos em anéis de frutas,381,4.76,85.71,3.57,9.5,0.452,38.1,,,Fruit Rings Multi-Grain Cereal
Sorvete de Frutas,"{Toft's,""Toft Dairy  Inc.""}",acucares,openfoodfacts,0019473006822,sorvete de frutas,146,1.22,31.71,2.44,0,0.03,24.39,1.83,,Fruit Sherbet
Lanche de Frutas,"{Welch's,""Promotion In Motion  Inc.""}",acucares,openfoodfacts,0034856150404,lanche de frutas,314,3.92,74.51,0,0,0.078,43.14,,,Fruit Snack
Lanches de Frutas,"{""Del Monte""}",outros,openfoodfacts,0024000222422,lanches de frutas,24.2,0,6.05,0,0.78,,3.78,,,Fruit Snacks
Lanches de Frutas (Del Monte),"{""Del Monte""}",outros,openfoodfacts,0024000222439,lanches de frutas (del monte),24.2,0,6.05,0,0.78,,4.54,,,Fruit Snacks (Del Monte)
Lanches de Frutas (Promotion Inmotion Inc.),"{""Promotion Inmotion Inc.""}",outros,openfoodfacts,0034856806981,lanches de frutas (promotion inmotion inc.),300,3.33,73.3,0,0,0.083,43.3,,,Fruit Snacks (Promotion Inmotion Inc.)
Lanches de Frutas (Welch's),{Welch's},outros,openfoodfacts,0034856028925,lanches de frutas (welch's),200,2,47,0,0,,28,,,Fruit Snacks (Welch's)
Doce de Frutas para Barrar,"{""Simple Truth""}",outros,openfoodfacts,0011110838841,doce de frutas para barrar,200,0,40,0,0,,40,,,Fruit Spread
Cheesecake Variado com Redemoinho de Frutas,"{""The Father's Table Llc""}",outros,openfoodfacts,0010374162778,cheesecake variado com redemoinho de frutas,362.8,4.42,39.82,20.35,1.77,0.221,22.12,8.85,,Fruit Swirl Variety Cheesecake
Bandeja de Frutas,"{""Taylor Farms"",""Taylor Fresh Foods  Inc.""}",outros,openfoodfacts,0030223009580,bandeja de frutas,32.6,0.51,7.65,0,0.5,0,6.64,,,Fruit Tray
Bandeja de Frutas (Taylor Farms),"{""Taylor Farms""}",outros,openfoodfacts,0030223082569,bandeja de frutas (taylor farms),38.8,0.51,9.19,0,1,0,7.65,,,Fruit Tray (Taylor Farms)
"Barra de frutas e castanhas, manteiga de amendoim com chocolate",{Larabar},acucares,openfoodfacts,0021908510637,"barra de frutas e castanhas, manteiga de amendoim com chocolate",450,16.67,50,21.67,6.7,0.017,33.33,5.83,,"Fruit and nut bar, chocolate peanut butter"
Barras de frutas (Kroger),{Kroger},acucares,openfoodfacts,0011110576101,barras de frutas (kroger),94,0,23.53,0,0,,22.35,,,Fruit bars (Kroger)
Barras de frutas (The Frut Stix Company),"{""The Frut Stix Company""}",acucares,openfoodfacts,0037295003584,barras de frutas (the frut stix company),169,1.41,25.35,6.34,0,0.042,18.31,4.23,,Fruit bars (The Frut Stix Company)
Balas mastigáveis de frutas,"{""Jolly rancher chews"",""Jolly rancher""}",acucares,openfoodfacts,0010700519528,balas mastigáveis de frutas,379.3,0,86.21,5.17,0,0.043,65.52,2.59,,Fruit chews candy
"Salada de frutas em suco de pera de concentrado, salada de frutas","{""Food Club""}",bebidas,openfoodfacts,0036800159983,"salada de frutas em suco de pera de concentrado, salada de frutas",48,0.81,11.29,0,0.8,0.008,8.87,,,"Fruit cocktail in pear juice from concentrate, fruit cocktail"
Copo de frutas em água levemente adoçada,"{Safeway,""Safeway Farms""}",bebidas,openfoodfacts,0021130285808,copo de frutas em água levemente adoçada,57,0.71,13.57,0,0.7,0.007,11.43,,,Fruit cup in slightly sweetened water
"Copo de frutas pêssegos, peras e cerejas em calda extra leve","{Safeway,""Safeway Farms""}",bebidas,openfoodfacts,0021130285716,"copo de frutas pêssegos, peras e cerejas em calda extra leve",61,0.51,14.65,0,1,,12.63,,,"Fruit cup peaches, pears and cherries in extra light syrup"
Recheio e cobertura de frutas,"{""Lucky Leaf""}",outros,openfoodfacts,0028500100259,recheio e cobertura de frutas,106,0,25.88,0,0,0.012,21.18,,,Fruit filling & topping
Recheio e cobertura de frutas (Lucky Leaf),"{""Lucky Leaf""}",outros,openfoodfacts,0028500102055,recheio e cobertura de frutas (lucky leaf),35.3,0,9.41,0,1.18,0.012,5.88,,,Fruit filling & topping (Lucky Leaf)
Salgadinhos com sabor de frutas,{},acucares,openfoodfacts,0011213085692,salgadinhos com sabor de frutas,391,0,86.96,2.17,0,0.043,39.13,,,Fruit flavored snacks
"Cereal multigrãos adoçado Fruit Frenzy, fruit frenzy","{""Food Club""}",bebidas,openfoodfacts,0036800095199,"cereal multigrãos adoçado fruit frenzy, fruit frenzy",325,2.5,85,0,10,0.25,45,,,"Fruit frenzy sweetened multi-grain cereal, fruit frenzy"
Smoothie 100% de frutas Fruit Full,"{""Tree Top Inc.""}",bebidas,openfoodfacts,0028700147412,smoothie 100% de frutas fruit full,55,0,13.08,0,1.3,0.004,9.28,,,Fruit full 100% fruit smoothie
Balas de goma de frutas,"{""Angry Birds""}",acucares,openfoodfacts,0000790500186,balas de goma de frutas,300,7.5,70,0,0,0.038,37.5,,,Fruit gummies
"Infusões de frutas, cranberry, cereja, mirtilo","{""Ocean Spray""}",bebidas,openfoodfacts,0031200024411,"infusões de frutas, cranberry, cereja, mirtilo",8,0,2.08,0,0,0.019,1.67,,,"Fruit infusions, cranberry, cherry, blueberry"
Mix de frutas em chocolate premium,"{""Seattle Gourmet Foods  Inc.""}",acucares,openfoodfacts,0037041054013,mix de frutas em chocolate premium,475,5,65,25,2.5,0.012,50,15,,Fruit medley in premium chocolate
Amostra de cheesecake de frutas e creme,"{""The Father's Table Llc""}",acucares,openfoodfacts,0010374324084,amostra de cheesecake de frutas e creme,336,3.54,42.48,16.81,0.9,0.283,25.66,7.96,,Fruit n creme sampler cheesecake
Copo de frutas mistas naturais de cereja,"{""Del Monte""}",bebidas,openfoodfacts,0024000507864,copo de frutas mistas naturais de cereja,50.5,0,13.13,0,1.01,0.005,11.11,,,Fruit naturals cherry mixed fruit cup
"Mix de frutas, nozes e sementes",{Larabar},acucares,openfoodfacts,0021908488219,"mix de frutas, nozes e sementes",556,16.67,38.89,38.89,5.6,0.083,22.22,4.17,,Fruit nut & seed mix
"Mix de frutas, nozes e sementes Renola",{Larabar},acucares,openfoodfacts,0021908462912,"mix de frutas, nozes e sementes renola",571,17.14,34.29,40,5.7,0.029,22.86,4.29,,Fruit nut & seed mix renola
"Mix de frutas, nozes e sementes, frutas vermelhas, amêndoas, sementes de girassol, mirtilos secos",{Larabar},bebidas,openfoodfacts,0021908488066,"mix de frutas, nozes e sementes, frutas vermelhas, amêndoas, sementes de girassol, mirtilos secos",567,16.67,36.67,36.67,6.7,0.083,23.33,5,,"Fruit nut & seed mix, berry, almonds, sunflower seeds, dried blueberries"
Bebida com sabor artificial de ponche de frutas,"{""Valu Time"",""Kingston Marketing Co""}",bebidas,openfoodfacts,0011225047763,bebida com sabor artificial de ponche de frutas,33,0,8.75,0,0,0.015,8.33,,,Fruit punch artificially flavored drink
"Refrigerante com sabor artificial de ponche de frutas, ponche de frutas","{""Food Club"",""Topco Associates  Inc.""}",bebidas,openfoodfacts,0036800363779,"refrigerante com sabor artificial de ponche de frutas, ponche de frutas",48,0,12.68,0,0,,12.68,,,"Fruit punch artificially flavored soda, fruit punch"
"Refrigerante sem cafeína sabor ponche de frutas, ponche de frutas","{""Food Club"",""Topco Associates  Inc.""}",bebidas,openfoodfacts,0036800594708,"refrigerante sem cafeína sabor ponche de frutas, ponche de frutas",42,0,10.28,0,0,,10.28,,,"Fruit punch caffeine free soda, fruit punch"
Bebida de ponche de frutas,"{""Safeway  Inc.""}",bebidas,openfoodfacts,0021130070619,bebida de ponche de frutas,25,0,6.48,0,0,0.004,6.2,,,Fruit punch drink
"Bebida de suco sabor ponche de frutas, ponche de frutas","{""Full Circle""}",bebidas,openfoodfacts,0036800411401,"bebida de suco sabor ponche de frutas, ponche de frutas",28,0,7.34,0,0,0.003,7.34,,,"Fruit punch flavored juice drink, fruit punch"
"Refrigerante sabor ponche de frutas, ponche de frutas","{""Valu Time"",""Kingston Marketing Co""}",bebidas,openfoodfacts,0011225130151,"refrigerante sabor ponche de frutas, ponche de frutas",25,0,6.48,0,0,0.011,6.48,,,"Fruit punch flavored soda, fruit punch"
"Salgadinhos de frutas sabor ponche de frutas, ponche de frutas","{Welch's,""Promotion In Motion Inc.""}",acucares,openfoodfacts,0034856028833,"salgadinhos de frutas sabor ponche de frutas, ponche de frutas",314,0,78.43,0,0,0.039,43.14,,,"Fruit punch fruit snacks, fruit punch"
Refrigerante de ponche de frutas,"{""Food Lion"",""Food Town Stores Inc.""}",bebidas,openfoodfacts,0035826087539,refrigerante de ponche de frutas,54,0,13.52,0,0,0.01,13.52,,,Fruit punch soda
Molho de frutas,{Roundy's},acucares,openfoodfacts,0011150998444,molho de frutas,78,0,18.89,0,1.1,,14.44,,,Fruit sauce
"Sachês de salgadinhos de frutas ponche de frutas, frutas vermelhas e cerejas","{""Fruit punch"",Welch's,""Promotion In Motion Inc.""}",acucares,openfoodfacts,0034856226994,"sachês de salgadinhos de frutas ponche de frutas, frutas vermelhas e cerejas",313.7,0,78.43,0,0,0.04,43.14,,,Fruit snacks pouches fruit punch berries n cherries
Salgadinhos de frutas muito frutas vermelhas,"{""Paskesz Candy Company""}",outros,openfoodfacts,0025675122208,salgadinhos de frutas muito frutas vermelhas,90,1,22,0,0,,13,,,Fruit snacks very berry
Cereal adoçado com sabor natural de frutas em espiral,"{""Family Gourmet"",""Family Dollar Stores Inc.""}",bebidas,openfoodfacts,0032251107801,cereal adoçado com sabor natural de frutas em espiral,375,6.25,90.62,0,3.1,0.406,53.12,,,Fruit whirls naturally flavored sweetened cereal
Protetor de frutas e vegetais Fruit-Fresh,{},outros,openfoodfacts,0014400241000,protetor de frutas e vegetais fruit-fresh,500,0,100,0,0,,100,,,Fruit-fresh produce protector
Mix de frutas,"{""Vacaville Fruit Company  Inc.""}",acucares,openfoodfacts,0015538716835,mix de frutas,250,2.5,67.5,0,7.5,0.025,50,,,Fruits mix
"Fruitstix, Coco Cremoso","{""The Frut Stix Company""}",acucares,openfoodfacts,0037295001092,"fruitstix, coco cremoso",153,3.39,22.88,5.08,2.5,0.064,17.8,3.81,,"Fruitstix, Creamy Coconut"
Leite de soja fermentado frutado e cremoso,{Silk},outros,openfoodfacts,0025293001923,leite de soja fermentado frutado e cremoso,63.8,2.67,9.78,1.55,0.47,0,7.11,,,Fruity & Creamy Cultured Soymilk
"Fruity Whirls, Cereal Adoçado com Sabor Natural","{""Family Gourmet""}",outros,openfoodfacts,0032251121494,"fruity whirls, cereal adoçado com sabor natural",375,6.25,90.62,0,3.1,0.412,53.12,,,"Fruity Whirls, Naturally Flavored Sweetened Cereal"
"Frutstix, Banana Cremosa","{""The Frut Stix Company""}",outros,openfoodfacts,0037295001078,"frutstix, banana cremosa",119,2.54,21.19,2.54,0.8,0.052,11.02,1.27,,"Frutstix, Creamy Banana"
Óleo para fritura,"{""Ventura Foods  L.L.C.""}",bebidas,openfoodfacts,0026700157394,óleo para fritura,857,0,0,100,0,,,14.29,,Frying oil
Barras de fudge,"{""Topco Associates  Inc.""}",outros,openfoodfacts,0011161404477,barras de fudge,180,5.33,35.6,1.77,1.73,0,26.7,0.89,,Fudge Bars
Barras de Fudge (Food Town Stores Inc.),"{""Food Town Stores Inc.""}",outros,openfoodfacts,0035826091086,barras de fudge (food town stores inc.),131,3.85,29.2,0.39,0.77,0.104,20.8,,,Fudge Bars (Food Town Stores Inc.)
Barras de Fudge (Valu Time),"{""Valu Time"",Topco}",outros,openfoodfacts,0011225026492,barras de fudge (valu time),186,5.06,32.1,4.22,0,0,30.4,2.53,,Fudge Bars (Valu Time)
"Barras de Fudge, Chocolate",{Roundy's},outros,openfoodfacts,0011150589000,"barras de fudge, chocolate",130,2.6,27.27,0,0,0.106,20.78,,,"Fudge Bars, Chocolate"
"Barras de Fudge, Sobremesa Láctea Congelada Sabor Chocolate","{""Lucerne Dairy Farms""}",acucares,openfoodfacts,0021130087648,"barras de fudge, sobremesa láctea congelada sabor chocolate",161,3.57,14.29,12.5,5.4,0.143,1.79,7.14,,"Fudge Bars, Chocolaty Frozen Dairy Dessert"
Brownie de Fudge com Nozes,"{""Little Debbie"",""Mckee Foods Corporation""}",outros,openfoodfacts,0024300865367,brownie de fudge com nozes,406,3.85,57.7,17.7,1.58,0,32.3,6.92,,Fudge Brownie With English Walnuts
Barras de Granola Mastigáveis de Coco Banhadas em Fudge,"{""Granola bars with fudge and coconut"",""Sunbelt Bakery"",""Mckee Foods""}",outros,openfoodfacts,0024300031045,barras de granola mastigáveis de coco banhadas em fudge,517,3.45,62.1,27.6,3.45,0.138,31,20.7,,Fudge Dipped Coconut Chewy Granola Bars
Biscoitos Shortbread Banhados em Fudge,"{""Dollar General Literacy Foundation""}",outros,openfoodfacts,0020200005995,biscoitos shortbread banhados em fudge,433,3.33,66.7,20,3.33,0.3,33.3,13.3,,Fudge Dipped Shortbread Cookies
Pipoca Kettlecorn com calda de fudge,"{""Food Lion"",""Food Town Stores Inc.""}",outros,openfoodfacts,0035826096494,pipoca kettlecorn com calda de fudge,688,6.25,81.2,37.5,6.25,0,75,31.2,,Fudge Drizzled Kettlecorn
"Fudge Love, Trufas","{""Sweet Shop Candies  Inc.""}",outros,openfoodfacts,0017109343068,"fudge love, trufas",442,2.33,60.47,20.93,2.3,0.059,55.81,13.95,,"Fudge Love, Truffles"
Torta de Fudge,{Corky's},outros,openfoodfacts,0035669727111,torta de fudge,233,3.48,37.5,7.64,0.67,0,31.2,4.86,,Fudge Pie
Picolés de Fudge,{Spartan},outros,openfoodfacts,0011213037790,picolés de fudge,246,14.2,47.3,0,4.78,0,18.9,,,Fudge Pops
"Picolés de Fudge, Sobremesa Láctea Congelada de Chocolate",{Spartan},outros,openfoodfacts,0011213037707,"picolés de fudge, sobremesa láctea congelada de chocolate",277,9.87,59.3,0,0,0,39.5,,,Fudge Pops Frozen Chocolate Dairy Dessert
Biscoitos redondos de fudge,"{""Little Debbie""}",outros,openfoodfacts,0024300043505,biscoitos redondos de fudge,456,3.51,70.2,17.5,3.51,0.246,42.1,8.77,,Fudge Rounds
Bolinhos de lanche com listras de fudge,"{""Food Lion"",""Food Town Stores Inc.""}",outros,openfoodfacts,0035826092724,bolinhos de lanche com listras de fudge,597,3.65,84,27.4,1.89,0,58.4,16.4,,Fudge Stripe Snack Cakes
Biscoitos Shortbread com Listras de Fudge,"{""Food Town Stores Inc.""}",outros,openfoodfacts,0035826008633,biscoitos shortbread com listras de fudge,486,2.86,71.4,20,0,0.314,31.4,14.3,,Fudge Striped Shortbread Cookies
Sorvete com Redemoinho de Fudge,"{""Food Club""}",outros,openfoodfacts,0036800379947,sorvete com redemoinho de fudge,308,4.74,40.2,14.2,0,0,30.8,8.28,,Fudge Swirl Ice Cream
"Fudge Factory, Biscoitos Graham Cobertos com Fudge","{""Food Club""}",acucares,openfoodfacts,0036800430457,"fudge factory, biscoitos graham cobertos com fudge",519,3.7,70.37,22.22,3.7,0.296,33.33,16.67,,"Fudge factory, fudge covered grahams cookies"
Biscoitos com Redemoinhos de Fudge e Marshmallow,"{""Food Lion"",""Food Town Stores Inc.""}",acucares,openfoodfacts,0035826084095,biscoitos com redemoinhos de fudge e marshmallow,448,3.45,68.97,17.24,3.4,0.172,48.28,13.79,,Fudge marshmallow whirls cookies
Sorvete com Ondas de Fudge,"{""Turkey Hill""}",acucares,openfoodfacts,0020735110119,sorvete com ondas de fudge,212.1,3.03,30.3,9.09,0,0.077,22.73,6.06,,Fudge ripple ice cream
Biscoitos de Caramelo e Coco com Listras de Fudge,"{""Valu Time"",""Kingston Marketing Co""}",acucares,openfoodfacts,0011225107917,biscoitos de caramelo e coco com listras de fudge,481,3.7,66.67,22.22,3.7,0.204,40.74,18.52,,Fudge striped caramel coconut cookies
Sorvete light de baunilha com sabor artificial e redemoinho de fudge com calda de fudge,"{""Valu Time"",Topco}",acucares,openfoodfacts,0011225107290,sorvete light de baunilha com sabor artificial e redemoinho de fudge com calda de fudge,175,3.17,30.16,4.76,0,0.071,22.22,3.17,,Fudge swirl artificially flavored vanilla light ice cream with fudge sauce
Maçãs Fuji,"{""All Fresh Gps""}",outros,openfoodfacts,0033383087139,maçãs fuji,53.7,0.41,14,0,2.07,,10.3,,,Fuji Apples
Sidra Fuji Blend,"{""Mayer Bros""}",outros,openfoodfacts,0022198008132,sidra fuji blend,21.1,0,5.28,0,0,0,5.28,,,Fuji Blend Cider
Suco de mistura de maçã Fuji e romã,"{""Ryan Orchards""}",bebidas,openfoodfacts,0000764001770,suco de mistura de maçã fuji e romã,46,0,11.67,0,0,0.015,10.42,,,Fuji pom blend juice
Barras de Cereal Full Circle Market Sabor Crumble de Mirtilo,"{""Cereal bars with blueberries"",""Full Circle Market""}",frutas,openfoodfacts,0036800034624,barras de cereal full circle market sabor crumble de mirtilo,378,5.41,75.7,6.76,2.7,0.23,45.9,,,Full Circle Market Blueberry Cobbler Cereal Bars
Barras de Cereal Full Circle Market Sabor Crumble de Maçã,"{""Cereal bars with apples"",""Full Circle Market""}",frutas,openfoodfacts,0036800074309,barras de cereal full circle market sabor crumble de maçã,378,5.41,78.4,6.76,2.7,0.23,43.2,,,Full Circle Market Cereal Bars Apple Cobbler
"Full Circle, Smoothie 100% Suco","{""Full Circle Market"",""Topco Associates Llc""}",bebidas,openfoodfacts,0036800422834,"full circle, smoothie 100% suco",68,0.31,16,0.15,0.6,0.009,13.85,,,"Full circle, 100% juice smoothie"
"Full Circle, Smoothie 100% Suco, Morango e Banana","{""Full Circle Market"",""Topco Associates  Inc.""}",bebidas,openfoodfacts,0036800422865,"full circle, smoothie 100% suco, morango e banana",58,0.31,14.15,0,0.9,0.003,11.69,,,"Full circle, 100% juice smoothie, strawberry banana"
"Full Circle, Molho Caesar, com Queijo Romano Orgânico","{""Full Circle"",""Topco Associates  Inc.""}",outros,openfoodfacts,0036800283558,"full circle, molho caesar, com queijo romano orgânico",400,3.33,3.33,43.33,0,0.467,,3.33,,"Full circle, caesar dressing, with organic romano cheese"
"Full Circle, Água de Coco, Original","{""Full Circle"",""Topco Associates  Inc.""}",bebidas,openfoodfacts,0036800392861,"full circle, água de coco, original",20,0,4.8,0.2,0.6,0.006,3.4,0.1,,"Full circle, coconut water, original"
"Full Circle, Go Right Medley, Cereal Multigrãos Rico em Fibras","{""Full Circle""}",bebidas,openfoodfacts,0036800336889,"full circle, go right medley, cereal multigrãos rico em fibras",358,16.98,66.04,5.66,15.1,0.189,24.53,,,"Full circle, go right medley, high fiber multigrain cereal"
"Full Circle, Go Right, Flocos Crocantes de Fibra, Cereal de Graham com Proteína de Soja e Puffs de Mel","{""Full Circle""}",bebidas,openfoodfacts,0036800336872,"full circle, go right, flocos crocantes de fibra, cereal de graham com proteína de soja e puffs de mel",308,25,61.54,1.92,19.2,0.154,11.54,,,"Full circle, go right, crunchy fiber twigs, soy protein grahams and honey puffs cereal"
"Full Circle, Pizza Quatro Queijos: Mussarela, Cheddar Branco, Parmesão e Romano","{""Full Circle""}",pratos,openfoodfacts,0036800379589,"full circle, pizza quatro queijos: mussarela, cheddar branco, parmesão e romano",230,12.7,19.84,11.11,1.6,0.508,3.17,6.35,,"Full circle, mozzarella, white cheddar, parmesan and romano four cheese pizza"
"Full Circle, Bebida de Suco Orgânico, Morango e Kiwi","{""Full Circle"",""Topco Associates  Inc.""}",bebidas,openfoodfacts,0036800220041,"full circle, bebida de suco orgânico, morango e kiwi",30,0,7.5,0,0,0.002,7.5,,,"Full circle, organic juice drink, strawberry, kiwi"
"Full Circle, Molho Orgânico para Massa com Tomates Picados em Cubos e Azeite de Oliva Extra Virgem, Quatro Queijos","{""Full Circle""}",outros,openfoodfacts,0036800336094,"full circle, molho orgânico para massa com tomates picados em cubos e azeite de oliva extra virgem, quatro queijos",65,3.25,8.94,1.63,1.6,0.285,4.07,0.81,,"Full circle, organic pasta sauce with chunky diced tomatoes & extra virgin olive oil, four cheese"
"Full Circle, Molho Orgânico para Massa, Cogumelo Portabella","{""Full Circle""}",outros,openfoodfacts,0036800336087,"full circle, molho orgânico para massa, cogumelo portabella",41,1.63,6.5,1.22,1.6,0.268,4.07,,,"Full circle, organic pasta sauce, portabella mushroom"
"Full Circle, Molho Orgânico para Massa, Alho Assado","{""Full Circle""}",outros,openfoodfacts,0036800336070,"full circle, molho orgânico para massa, alho assado",41,1.63,7.32,0.81,1.6,0.268,3.25,,,"Full circle, organic pasta sauce, roasted garlic"
"Full Circle, Molho Orgânico para Massa, Tomate e Manjericão","{""Full Circle""}",massas,openfoodfacts,0036800336063,"full circle, molho orgânico para massa, tomate e manjericão",49,1.63,7.32,1.22,2.4,0.285,3.25,,,"Full circle, organic pasta sauce, tomato, basil"
"Full Circle, Crisps de Soja, Cheddar","{""Full Circle""}",acucares,openfoodfacts,0036800132696,"full circle, crisps de soja, cheddar",429,25,53.57,10.71,7.1,1.179,3.57,,,"Full circle, soy crisps, cheddar"
"Full Circle, Crisps de Soja, Sal Marinho","{""Full Circle""}",acucares,openfoodfacts,0036800132689,"full circle, crisps de soja, sal marinho",429,28.57,53.57,10.71,7.1,1.286,3.57,,,"Full circle, soy crisps, sea salt"
"Fullei Fresh, Brotos Orgânicos de Alfafa/Trevo","{""Kwokcheng Enterprise Inc.""}",bebidas,openfoodfacts,0017442310123,"fullei fresh, brotos orgânicos de alfafa/trevo",35,3.53,4.71,0.59,2.4,0.018,,,,"Fullei Fresh, Organic Alfalfa/Clover Sprouts"
"Fullei Fresh, Brotos Orgânicos de Trevo","{""Kwokcheng Enterprise Inc.""}",bebidas,openfoodfacts,0017442310208,"fullei fresh, brotos orgânicos de trevo",35,3.53,4.71,0.59,2.4,0.018,,,,"Fullei Fresh, Organic Clover Sprouts"
"Fullei Fresh, Brotos de Girassol","{""Kwokcheng Enterprise Inc.""}",bebidas,openfoodfacts,0017442300407,"fullei fresh, brotos de girassol",53,2.35,2.35,4.71,1.2,,,,,"Fullei Fresh, Sunflower Sprouts"
Frango e Bolinhos Cozidos,{Crider},outros,openfoodfacts,0019722155707,frango e bolinhos cozidos,34.1,2.6,4.17,0.78,0.33,0,0.52,0.17,,Fully Cooked Chicken & Dumplings
Tiras de Frango Cozidas,{Kroger},outros,openfoodfacts,0011110813916,tiras de frango cozidas,291,15.5,19.4,16.8,1.25,0,1.3,3.23,,Fully Cooked Chicken Fries
Hambúrgueres de Frango Cozidos,{Psst},outros,openfoodfacts,0011110820297,hambúrgueres de frango cozidos,303,12.5,16.6,20.8,1.41,0.001,,4.85,,Fully Cooked Chicken Patties
Cubos de Peito de Frango Grelhado Cozidos,{Kroger},outros,openfoodfacts,0011110793492,cubos de peito de frango grelhado cozidos,130,23.5,2.76,2.76,0,0.001,,0.55,,Fully Cooked Grilled Chicken Breast Dices
Fatias de Peito de Frango Grelhado Cozidas com Carne da Costela,"{""Fieldale Farms Corp.""}",pratos,openfoodfacts,0013941032825,fatias de peito de frango grelhado cozidas com carne da costela,119,22.62,2.38,1.19,0,0.571,,,,Fully Cooked Grilled Chicken Breast Slices With Rib Meat
Linguiça Defumada Cozida com Pimenta Verde Hatch e Queijo Monterey Jack,{Kroger},outros,openfoodfacts,0011110611109,linguiça defumada cozida com pimenta verde hatch e queijo monterey jack,482,18.4,9.18,41.3,0,0.001,4.59,16.1,,Fully Cooked Hatch Green Chile & Monterey Jack Cheese Smoked Sausage
Menudo Cozido com Milho Branco,"{""Dos Ranchitos""}",outros,openfoodfacts,0031903048547,menudo cozido com milho branco,20.6,1.83,1.83,0.67,0.33,0,,0.17,,Fully Cooked Menudo With Hominy
Salsicha Grelhada Snappy Cozida com Tripa Natural,{Hofmann},outros,openfoodfacts,0033589123952,salsicha grelhada snappy cozida com tripa natural,436,14.2,10.7,37.3,0,0.001,8.89,14.2,,Fully Cooked Natural Casing Snappy Griller
Frango Pipoca Cozido,{Kroger},outros,openfoodfacts,0011110793478,frango pipoca cozido,253,16.6,24.9,9.69,1.41,0.001,1.39,1.39,,Fully Cooked Popcorn Chicken
Linguiças Cozidas,"{""Harris & Harris Assoc. Inc.""}",outros,openfoodfacts,0031244646990,linguiças cozidas,600,24,10.3,51.4,0,0.001,3.43,15.4,,Fully Cooked Sausage Links
Carnitas de Porco Temperadas Cozidas,"{""Del Sol""}",outros,openfoodfacts,0030567339244,carnitas de porco temperadas cozidas,305,26.9,1.42,21.3,0,0,1.42,5.67,,Fully Cooked Seasoned Pork Carnitas
Fatias de Peito de Frango com Gergelim Cozidas com Molho de Gergelim e Arroz Jasmim,"{""Big Y Foods  Inc.""}",outros,openfoodfacts,0018894904182,fatias de peito de frango com gergelim cozidas com molho de gergelim e arroz jasmim,67.9,8.65,2.08,2.77,0,0,1.04,0.52,,Fully Cooked Sesame Chicken Breast Slices With Sesame Sauce And Jasmine Rice
Wyngz Desossados Cozidos,{Kroger},pratos,openfoodfacts,0011110882103,wyngz desossados cozidos,190,11.9,23.81,7.14,1.2,0.595,4.76,1.19,,Fully cooked boneless wyngz
Bacon Tradicional Cozido,{Kroger},carnes,openfoodfacts,0011110972057,bacon tradicional cozido,533,33.33,0,40,0,2.133,,13.33,,Fully cooked traditional bacon
Cones de Iogurte Congelado Fun Daze Sundaes,{Kroger},outros,openfoodfacts,0011110570451,cones de iogurte congelado fun daze sundaes,313,7.14,36.7,15.3,2.02,0,24.5,8.16,,Fun Daze Sundaes Frozen Yogurt Cones
"Kit de Doces Fun Dip, Para Maiores de 3 Anos","{Cherry,Crayola}",acucares,openfoodfacts,0013253655125,"kit de doces fun dip, para maiores de 3 anos",357,0,92.86,0,0,,92.86,,,"Fun Dip Candy Gift Set, For Ages 3+"
Bebidas Divertidas,"{""Valu Time"",""Kingston Marketing Co""}",outros,openfoodfacts,0011225093173,bebidas divertidas,17.8,0,4.45,0,0,0,4.27,,,Fun Drinks
Bebidas Divertidas (Valu Time),"{""Valu Time""}",outros,openfoodfacts,0011225105104,bebidas divertidas (valu time),28.4,0,7.1,0,0,0,6.17,,,Fun Drinks (Valu Time)
Listras Divertidas,"{""Family Gourmet""}",outros,openfoodfacts,0032251035067,listras divertidas,775,19.1,95.7,35.1,6.43,0,51,7.96,,Fun Stripes
Burrito Funcional de Café da Manhã,"{""Sweet Earth Natural Foods""}",outros,openfoodfacts,0016741331532,burrito funcional de café da manhã,138,6.94,15.4,5.46,2.96,0,0.99,1.73,,Functional Breakfast Burrito
