name,aliases,category,source,external_id,search_text,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,brands,original_name_en
"Eden, mochi de arroz integral orgânico germinado","{Eden,""Eden Foods  Inc.""}",bebidas,openfoodfacts,0024182021301,"eden, mochi de arroz integral orgânico germinado",220,4,50,2,2,,,,,"Eden, organic sprouted brown rice - mochi"
"Eden, quiet moon, castanhas, sementes e frutas secas","{Eden,""Eden Foods  Inc.""}",acucares,openfoodfacts,0024182000825,"eden, quiet moon, castanhas, sementes e frutas secas",467,16.67,33.33,36.67,13.3,0.05,10,5,,"Eden, quiet moon, nuts, seeds & dried fruit"
"Eden, massa 100% integral de trigo sarraceno selecionada",{Eden},bebidas,openfoodfacts,0024182201550,"eden, massa 100% integral de trigo sarraceno selecionada",175,6.14,34.2,1.32,1.75,0.009,,,,"Eden, selected 100% whole buckwheat pasta"
"Edensoy Leite de Soja Original, Orgânico","{""Eden Foods  Inc."",Eden}",laticinios,openfoodfacts,0024182025057,"edensoy leite de soja original, orgânico",58,4.58,5.83,2.08,0.4,0.044,2.92,0.21,,"Edensoy Original Soymilk, Organic"
"Edward & Sons, Miso-Cup, Sopa Saborosa com Algas Marinhas","{""Edward & Sons Trading Company  Inc.""}",pratos,openfoodfacts,0011206000947,"edward & sons, miso-cup, sopa saborosa com algas marinhas",389,22.22,33.33,16.67,11.1,7.889,33.33,,,"Edward & Sons, Miso-Cup, Savory Soup With Seaweed"
"Edward & sons, molho teriyaki orgânico sem trigo","{""Ce De Candy  Inc.""}",outros,openfoodfacts,0011206000862,"edward & sons, molho teriyaki orgânico sem trigo",100,0,20,0,0,1.667,13.33,,,Edward & sons sauces organic wheat free teriyaki sauce
"Edwards, Bacon Virginla Coberto com Pimenta, Defumado com Hickory","{""S. Wallace Edwards & Sons  Inc""}",carnes,openfoodfacts,0036202020980,"edwards, bacon virginla coberto com pimenta, defumado com hickory",529,35.3,0,41.2,0,2.06,,14.7,,"Edwards, Pepper Coated Virginla Bacon, Hickory Smoked"
Eff Chocolate ao Leite,{Reese's},outros,openfoodfacts,0034000012626,eff chocolate ao leite,529,8.82,55.9,32.4,2.94,0.25,50,14.7,,Eff Milk Chocolate
Ovo,{Beaters},outros,openfoodfacts,0029000002159,ovo,40.7,8.61,1.57,0,0.8,0,,,,Egg
Frittata de Ovo e Cheddar,"{""Whole Foods Market"",""Bread & Circus Inc.""}",outros,openfoodfacts,0036406302288,frittata de ovo e cheddar,277,9.09,2.48,25.6,0,0,1.65,9.09,,Egg & Cheddar Frittata
Sanduíches de Pão Sírio com Ovo e Queijo,"{""Giant Eagle""}",outros,openfoodfacts,0030034082567,sanduíches de pão sírio com ovo e queijo,217,11.1,20.3,10.2,4.62,0.001,3.7,4.63,,Egg & Cheese Flatbread Sandwiches
Bagels de Ovo,{Roundy's},outros,openfoodfacts,0011150040822,bagels de ovo,343,12.2,70.1,1.52,3.09,0.001,4.57,,,Egg Bagels
Frittata de Ovo,"{""Signature Cafe"",""Safeway  Inc.""}",outros,openfoodfacts,0021130981045,frittata de ovo,157,7.04,3.91,12.5,0.8,0,1.57,5.48,,Egg Frittata
Frittata de Ovo (Signature Cafe),"{""Signature Cafe"",""Safeway  Inc.""}",outros,openfoodfacts,0021130981083,frittata de ovo (signature cafe),211,11,4.7,16.4,0,0.001,0.78,7.04,,Egg Frittata (Signature Cafe)
"Kit Caça aos Ovos, Ovos de Chocolate ao Leite Cremosos",{Vigneri},acucares,openfoodfacts,0011677005359,"kit caça aos ovos, ovos de chocolate ao leite cremosos",571,7.14,60.71,35.71,0,0.071,57.14,21.43,,"Egg Hunt Kit, Creamy Milk Chocolate Eggs"
Egg Mates Feito com Claras de Ovo Reais,{Spartan},outros,openfoodfacts,0011213859682,egg mates feito com claras de ovo reais,113,23.6,4.72,0,0,0,,,,Egg Mates Made With Real Egg Whites
Gemada (Darigold),{Darigold},outros,openfoodfacts,0026400532002,gemada (darigold),142,3.33,15.8,7.5,0,0.075,15,4.17,,Egg Nog (Darigold)
Gemada (Turkey Hill),"{""Turkey Hill""}",outros,openfoodfacts,0020735092392,gemada (turkey hill),161,4.23,19.4,7.61,0,0.068,18.6,4.23,,Egg Nog (Turkey Hill)
Macarrão de Ovo,"{""Light 'n Fluffy""}",bebidas,openfoodfacts,0033400612801,macarrão de ovo,375,14.3,69.6,4.46,3.57,0.018,3.57,0.89,,Egg Noodles
Rolinhos primavera,{Van},outros,openfoodfacts,0015788272303,rolinhos primavera,165,15.2,15.2,4.85,4.12,0.001,2.76,0.69,,Egg Rolls
Salada de Ovo (Whole Foods Market),"{""Whole Foods Market"",""Bread & Circus Inc.""}",outros,openfoodfacts,0036406302653,salada de ovo (whole foods market),210,10,2,18,0.2,0,1,3.5,,Egg Salad (Whole Foods Market)
Salada de Ovo (Winn Dixie),"{""Winn Dixie""}",outros,openfoodfacts,0021140021892,salada de ovo (winn dixie),227,9,5,19,0.2,0.001,2,4.5,,Egg Salad (Winn Dixie)
Substituto de Ovo,{Roundy's},outros,openfoodfacts,0011150993111,substituto de ovo,113,23.6,4.72,0,0,0,,,,Egg Substitute
Claras de Ovo,"{""Giant Eagle"",""Giant Eagle  Inc.""}",outros,openfoodfacts,0030034080815,claras de ovo,94.5,23.6,0,0,0,0,,,,Egg Whites
Massas para rolinho primavera,{Vitasoy},bebidas,openfoodfacts,0025484000056,massas para rolinho primavera,258,10.61,53.03,0.76,1.5,0.621,1.52,,,Egg roll wraps
Maionese vegana leve de canola sem ovo,{Spectrum},outros,openfoodfacts,0022506202160,maionese vegana leve de canola sem ovo,233,0,6.67,23.3,0,0.433,,,,Eggless vegan light canola mayo
Gemada,{Lucerne},outros,openfoodfacts,0021130071319,gemada,148,4.17,18.8,6.25,0,0,17.4,4.17,,Eggnog
Gemada (Darigold Inc.),"{""Darigold  Inc.""}",outros,openfoodfacts,0026400440697,gemada (darigold inc.),128,2.08,16,6.25,0,0,12.5,3.48,,Eggnog (Darigold Inc.)
Gemada (Lucerne),{Lucerne},outros,openfoodfacts,0021130075089,gemada (lucerne),148,3.48,19.4,6.25,0,0,18.1,3.48,,Eggnog (Lucerne)
Gemada (Turner's),{Turner's},outros,openfoodfacts,0035733001178,gemada (turner's),106,2.77,11.1,5.56,0.17,0,10.4,3.48,,Eggnog (Turner's)
Sorvete de gemada,"{""Safeway Select"",""Safeway  Inc.""}",acucares,openfoodfacts,0021130088607,sorvete de gemada,209,3.49,29.07,9.3,0,0.052,24.42,5.81,,Eggnog ice cream
Eggos,"{""Food Lion"",""Food Town Stores Inc.""}",outros,openfoodfacts,0035826091499,"eggos ""food lion"",""food town stores inc.""",300,8.57,40,10,1.43,0.714,2.86,1.43,,
Berinjela,"{""Severino Homemade Pasta"",""Severino Pasta Mfg.""}",outros,openfoodfacts,0029737547046,berinjela,64.4,1.93,8.1,2.7,1.55,0,1.54,0.58,,Eggplant
Aperitivo de Berinjela,{Cora},outros,openfoodfacts,0026662752064,aperitivo de berinjela,319,3.2,19.1,25.5,3.21,0.001,6.37,3.2,,Eggplant Appetizer
Berinjela à Parmegiana,"{""Whole Foods Market"",""Bread & Circus Inc.""}",outros,openfoodfacts,0036406370805,berinjela à parmegiana,71.8,2.72,5.63,4.27,0.79,0,1.94,0.97,,Eggplant Parmesan
Berinjela à Parmegiana (Michael Angelo's),"{""Michael Angelo's""}",outros,openfoodfacts,0037363009128,berinjela à parmegiana (michael angelo's),138,4.81,12.2,8.01,1.92,0.26,3.85,2.24,,Eggplant Parmesan (Michael Angelo's)
Torres de Berinjela à Parmegiana,"{""Big Y""}",outros,openfoodfacts,0018894903895,torres de berinjela à parmegiana,64.6,1.94,8.54,2.52,0.57,0,1.36,0.39,,Eggplant Parmigiana Towers
"Purê de Berinjela, Espinafre, Cenoura e Lentilha","{""Earth's Best"",""The Hain Celestial Group  Inc.""}",outros,openfoodfacts,0023923340015,"purê de berinjela, espinafre, cenoura e lentilha",40,2.02,8.08,0,2,0.02,2.02,,,"Eggplant Spinach, Carrot & Lentil Puree"
Ovos,"{""H.B. Reese Candy Co.""}",outros,openfoodfacts,0034000476039,ovos,500,11.8,52.9,29.4,2.94,0.397,47.1,8.82,,Eggs
"Eileen's Candies, Ju Ju Pumpkins, Laranja Uva","{""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952584981,"eileen's candies, ju ju pumpkins, laranja uva",351,0,86.49,0,0,0.054,51.35,,,"Eileen's Candies, Ju Ju Pumpkins, Orange Grape"
"Eillien's candies, amendoins com chocolate","{""Eillien's Candies"",""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952585834,"eillien's candies, amendoins com chocolate",500,10,60,27.5,2.5,0.038,52.5,15,,"Eillien's candies, choc-o-peanuts"
"Eillien's candies, balas de goma ursinhos, toranja rosa, maçã verde e melancia","{""Eillien's Candies"",""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952586565,"eillien's candies, balas de goma ursinhos, toranja rosa, maçã verde e melancia",300,5,72.5,0,0,0.025,47.5,,,"Eillien's candies, gummi bears candy, pink grapefruit, green apple & watermelon"
"Eillien's candies, inc, chips, chocolate amargo","{""Eillien's Candies"",""Eillien's Candies Inc.""}",outros,openfoodfacts,0034952586763,"eillien's candies, inc, chips, chocolate amargo",533,0,73.33,26.67,6.7,0.067,66.67,23.33,,"Eillien's candies, inc, chips, dark chocolate"
"Eillien's candies, inc., quadrados de amendoim","{""Eillien's Candies"",""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952586688,"eillien's candies, inc., quadrados de amendoim",464,14.29,46.43,28.57,3.6,0.143,35.71,3.57,,"Eillien's candies, inc., peanut squares"
"Eillien's candies, amendoins, mel e mostarda","{""Eillien's Candies"",""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952585599,"eillien's candies, amendoins, mel e mostarda",607,25,17.86,50,7.1,0.607,7.14,7.14,,"Eillien's candies, peanuts, honey & mustard"
"Eillien's, Pretzels de Iogurte de Mirtilo","{""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952584523,"eillien's, pretzels de iogurte de mirtilo",475,5,70,20,2.5,0.425,40,17.5,,"Eillien's, Blueberry Yogurt Pretzels"
"Eillien's, Semente de Linhaça Marrom","{""Eillien's Candies Inc.""}",bebidas,openfoodfacts,0034952585230,"eillien's, semente de linhaça marrom",500,18.75,34.38,34.38,28.1,0.031,,3.12,,"Eillien's, Brown Flaxseed"
"Eillien's, Pretzels de Natal","{""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952585063,"eillien's, pretzels de natal",469,6.25,71.88,18.75,0,0.875,43.75,15.62,,"Eillien's, Christmas Pretzels"
"Eillien's, Cachos de Amendoim com Chocolate Amargo","{""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952586091,"eillien's, cachos de amendoim com chocolate amargo",571,11.9,50,35.71,4.8,0.012,38.1,16.67,,"Eillien's, Dark Chocolate Peanuts Clusters"
"Eillien's, Estrelas de Chocolate Amargo","{""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952586060,"eillien's, estrelas de chocolate amargo",475,5,67.5,27.5,5,,55,15,,"Eillien's, Dark Chocolate Stars"
"Eillien's, Chocolate Branco em Barra","{""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952584325,"eillien's, chocolate branco em barra",544,3.51,59.65,31.58,0,0.114,59.65,28.07,,"Eillien's, Ivory Bark"
"Eillien's, Balas de Root Beer em Barril","{""Eillien's Candies Inc.""}",bebidas,openfoodfacts,0034952586435,"eillien's, balas de root beer em barril",421,0,100,0,0,,73.68,,,"Eillien's, Root Beer Barrels"
"Eillien's, Ursos de Goma Azedos","{""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952144895,"eillien's, ursos de goma azedos",300,5,75,0,0,0.025,50,,,"Eillien's, Sour Gummi Bears"
Eillien’s Quinoa Naturalmente,"{""Eillien's Candies Inc.""}",bebidas,openfoodfacts,0034952585704,eillien’s quinoa naturalmente,367.3,14.29,69.39,6.12,6.12,0.02,,,,Eillien’s Naturally Quinoa
"El Mago, Arroz Grano Mediano","{""El Mago""}",bebidas,openfoodfacts,0017400112530,"el mago, arroz grano mediano ""el mago""",319,6.38,74.47,0,1.6,,,,,
"El Yucateco, Pasta de Urucum Condimentada","{""El Yucateco Salsas Y Condimentos S.A. De C.V.""}",outros,openfoodfacts,0022343160036,"el yucateco, pasta de urucum condimentada",185,5,35,2.5,0,2.8,,,,"El Yucateco, Condimented Annatto Paste"
Macarrão Cotovelo,"{Creamette,""New World Pasta Company""}",bebidas,openfoodfacts,0015100000010,macarrão cotovelo,357,12.5,75,1.79,3.6,,1.79,,,Elbow Macaroni
Macarrão Cotovelo (American Beauty),"{""American Beauty"",""New World Pasta Company""}",outros,openfoodfacts,0026800002082,macarrão cotovelo (american beauty),357,12.5,75,1.79,3.57,,3.57,,,Elbow Macaroni (American Beauty)
Macarrão Cotovelo (Creamette),{Creamette},bebidas,openfoodfacts,0015100000096,macarrão cotovelo (creamette),200,7,41,1,2,,,,,Elbow Macaroni (Creamette)
Macarrão Cotovelo (Food Lion),"{""Food Lion""}",bebidas,openfoodfacts,0035826086761,macarrão cotovelo (food lion),357,12.5,75,1.79,3.6,,3.57,,,Elbow Macaroni (Food Lion)
Macarrão Cotovelo (La Moderna),"{""La Moderna""}",bebidas,openfoodfacts,0029243000103,macarrão cotovelo (la moderna),188,6.25,37.5,0.89,1.79,0.312,0.89,,,Elbow Macaroni (La Moderna)
Macarrão Cotovelo (San Giorgio),"{""enriched macaroni product"",""San Giorgio"",""New World Pasta Company""}",bebidas,openfoodfacts,0033400601355,macarrão cotovelo (san giorgio),357,12.5,75,1.79,3.6,,1.79,,,Elbow Macaroni (San Giorgio)
Salada de Macarrão Cotovelo,"{""Big Y Foods  Inc.""}",outros,openfoodfacts,0018894329794,salada de macarrão cotovelo,190,2.19,12.7,14.5,0.46,0,2.63,1.97,,Elbow Macaroni Salad
Salada de Macarrão Cotovelo (Hans Kissle),"{""Hans Kissle""}",outros,openfoodfacts,0036217662601,salada de macarrão cotovelo (hans kissle),153,2.19,12.3,10.5,0.46,0,2.63,1.54,,Elbow Macaroni Salad (Hans Kissle)
"Massa Cotovelo Ondulada, Produto de Macarrão Italiano","{""The Kroger Co.""}",bebidas,openfoodfacts,0011110852717,"massa cotovelo ondulada, produto de macarrão italiano",357,12.5,69.64,1.79,3.6,,3.57,,,"Elbow Ridged Pasta, Italian Macaroni Product"
"Macarrão cotovelo, produto de macarrão enriquecido","{""Valu Time""}",bebidas,openfoodfacts,0011225128400,"macarrão cotovelo, produto de macarrão enriquecido",369,12.31,73.85,0.77,4.6,,1.54,,,"Elbow macaroni, enriched macaroni product"
"Massa cotovelo, ervilhas, pimentão e cebola",{Hanover},pratos,openfoodfacts,0028800293095,"massa cotovelo, ervilhas, pimentão e cebola",91,5.19,18.18,0,1.9,0.003,2.6,,,"Elbow pasta, peas pepper & onions"
Cotovelos,"{""New World Pasta Company"",Skinner}",bebidas,openfoodfacts,0012700000044,cotovelos,375,12.5,75,1.79,3.6,,3.57,,,Elbows
Cotovelos (Mueller's),{Mueller's},outros,openfoodfacts,0029200003505,cotovelos (mueller's),357,12.5,75,1.79,3.57,,3.57,,,Elbows (Mueller's)
Cotovelos (New World Pasta Company),"{""New World Pasta Company"",Skinner}",bebidas,openfoodfacts,0012700158073,cotovelos (new world pasta company),375,12.5,75,1.79,3.6,,3.57,,,Elbows (New World Pasta Company)
Elbows (Productos Alimenticios La Moderna S.A. De C.V.),"{""Productos Alimenticios La Moderna  S.A. De C.V."",""La moderna""}",bebidas,openfoodfacts,0029243000202,"elbows (productos alimenticios la moderna s.a. de c.v.) ""productos alimenticios la moderna  s.a. de c.v."",""la moderna""",377,11.32,77.36,1.89,3.8,,3.77,,,
Massa Macarrão Cotovelos,"{Mueller's,""Bay Valley Foods""}",bebidas,openfoodfacts,0029200908114,massa macarrão cotovelos,357,12.5,73.21,1.79,3.6,,3.57,,,Elbows Macaroni Pasta
Macarrão cotovelos,"{Macaroni,Allegra,""La Moderna""}",bebidas,openfoodfacts,0029243050351,macarrão cotovelos,363.6,10.91,74.55,1.82,3.64,,3.64,,,Elbows macaroni
"Elegant Desserts, Doces Variados para Feriados","{""New Ngc  Inc.""}",acucares,openfoodfacts,0022332798158,"elegant desserts, doces variados para feriados",317,4.83,34.48,17.24,0,0.069,17.24,8.62,,"Elegant Desserts, Assorted Holiday Bites"
"Elegant Desserts, Biscoitos Champagne","{Simply,""Simply Elegant Desserts""}",outros,openfoodfacts,0012900010270,"elegant desserts, biscoitos champagne",357,7.14,67.86,5.36,0,0.907,35.71,,,"Elegant Desserts, Lady Fingers"
"Elmer's, Pelúcia Grande Com Chocolate Sortido","{""P.C. Woo  Inc.""}",acucares,openfoodfacts,0013253993401,"elmer's, pelúcia grande com chocolate sortido",412,2.94,76.47,14.71,2.9,0.059,64.71,8.82,,"Elmer's, Large Plush With Assorted Chocolate"
"Elmhurst Harvest, Bebida de Noz Real, Original","{""Steuben Foods Inc.""}",laticinios,openfoodfacts,0018944140003,"elmhurst harvest, bebida de noz real, original",25,0.42,3.75,1.04,0,0.046,3.33,,,"Elmhurst Harvest, Real Walnut Beverage, Original"
"Elmhurst Naturals, Concentrado de Suco de Banana Totalmente Natural, Banana Natural","{""Steuben Foods Inc.""}",bebidas,openfoodfacts,0018944110013,"elmhurst naturals, concentrado de suco de banana totalmente natural, banana natural",20,0,4.23,0,0,0.003,3.66,,,"Elmhurst Naturals, All Natural Banana Juice Concentrate, Natural Banana"
Queijo Cottage Light Elsie,"{Borden,""Borden Inc./Dairy & Service Div.""}",outros,openfoodfacts,0014000008249,queijo cottage light elsie,63.4,10.2,3.91,0.78,0,0,3.13,0.39,,Elsie Lowfat Cottage Cheese
"Emerald, amêndoas e nozes",{Emerald},acucares,openfoodfacts,0010300554226,"emerald, amêndoas e nozes",607,17.86,17.86,57.14,10.7,,3.57,5.36,,"Emerald, almonds & walnuts"
"Emerald, castanhas de caju, sal e pimenta","{Emerald,""Diamond Foods  Inc.""}",acucares,openfoodfacts,0010300337294,"emerald, castanhas de caju, sal e pimenta",571,17.14,28.57,45.71,5.7,0.543,5.71,8.57,,"Emerald, cashews, salt & pepper"
"Emerald, castanhas de caju, sal e pimenta (Emerald)",{Emerald},acucares,openfoodfacts,0010300936640,"emerald, castanhas de caju, sal e pimenta (emerald)",571,17.86,28.57,46.43,3.6,0.536,7.14,7.14,,"Emerald, cashews, salt & pepper (Emerald)"
"Emerald, petiscos de nozes, canela e pecã","{Emerald,""Diamond Foods  Inc.""}",acucares,openfoodfacts,0010300064909,"emerald, petiscos de nozes, canela e pecã",129,2.35,11.76,9.41,1.2,0.112,5.88,1.18,,"Emerald, nutty bites, cinnamon pecan"
"Emerald, petiscos de nozes, canela e pecã (Emerald)","{Emerald,""Diamond Foods  Inc.""}",acucares,openfoodfacts,0010300964902,"emerald, petiscos de nozes, canela e pecã (emerald)",536,10.71,46.43,35.71,7.1,0.464,21.43,5.36,,"Emerald, nutty bites, cinnamon pecan (Emerald)"
"Emerald, petiscos de nozes, limão e semente de papoula","{Emerald,""Diamond Foods  Inc.""}",acucares,openfoodfacts,0010300964896,"emerald, petiscos de nozes, limão e semente de papoula",500,14.29,50,28.57,7.1,0.446,25,3.57,,"Emerald, nutty bites, lemon poppy seed"
"Emerald, amêndoas torradas, baunilha","{Emerald,""Diamond Foods  Inc.""}",acucares,openfoodfacts,0010300334644,"emerald, amêndoas torradas, baunilha",571,21.43,25,46.43,10.7,0.196,3.57,3.57,,"Emerald, roast almonds, vanilla"
"Emily's, Cranberries Cobertas com Chocolate Amargo","{""Ames International  Inc.""}",acucares,openfoodfacts,0029796544178,"emily's, cranberries cobertas com chocolate amargo",500,2.5,67.5,25,5,,55,15,,"Emily's, Cranberries, Dark Chocolate Covered"
"Emily's, Amêndoas Cobertas com Chocolate Amargo","{""Ames International  Inc.""}",acucares,openfoodfacts,0029796542945,"emily's, amêndoas cobertas com chocolate amargo",575,10,47.5,40,7.5,,35,15,,"Emily's, Dark Chocolate Covered Almonds"
"Emily's, Biscoitos da Sorte Cobertos com Chocolate Amargo","{""Ames International  Inc.""}",outros,openfoodfacts,0029796570054,"emily's, biscoitos da sorte cobertos com chocolate amargo",438,6.25,71.88,18.75,6.2,,46.88,12.5,,"Emily's, Dark Chocolate Covered Fortune Cookies"
"Emily's, Biscoitos da Sorte Cobertos com Chocolate ao Leite","{""Ames International  Inc.""}",outros,openfoodfacts,0029796570092,"emily's, biscoitos da sorte cobertos com chocolate ao leite",469,6.25,68.75,18.75,3.1,0.031,50,12.5,,"Emily's, Milk Chocolate Covered Fortune Cookies"
"Emily's, Biscoitos da Sorte Cobertos com Chocolate ao Leite (Ames International Inc.)","{""Ames International  Inc.""}",outros,openfoodfacts,0029796570146,"emily's, biscoitos da sorte cobertos com chocolate ao leite (ames international inc.)",469,6.25,68.75,18.75,3.1,0.031,50,12.5,,"Emily's, Milk Chocolate Covered Fortune Cookies (Ames International Inc.)"
"Emily's, Frutas e Nozes Cobertas com Chocolate ao Leite","{""Ames International  Inc.""}",acucares,openfoodfacts,0029796544185,"emily's, frutas e nozes cobertas com chocolate ao leite",464,7.14,53.57,25,3.6,0.036,46.43,10.71,,"Emily's, Milk Chocolate Covered Fruit & Nuts"
"Emily's, Passas Cobertas com Chocolate ao Leite","{""Ames International  Inc.""}",frutas,openfoodfacts,0029796542631,"emily's, passas cobertas com chocolate ao leite",450,5,65,20,5,0.038,60,11.25,,"Emily's, Milk Chocolate Covered Raisins"
"Emily's, cerejas cobertas com chocolate amargo","{""Ames International  Inc.""}",acucares,openfoodfacts,0029796542938,"emily's, cerejas cobertas com chocolate amargo",500,5,65,25,5,,55,15,,"Emily's, dark chocolate covered cherries"
"Emojeez, Balas de Goma com Sabor de Frutas, Maçã Verde, Laranja, Ponche de Frutas, Limão, Cereja Framboesa Azul","{""Healthy Food Brands Llc""}",acucares,openfoodfacts,0000790110026,"emojeez, balas de goma com sabor de frutas, maçã verde, laranja, ponche de frutas, limão, cereja framboesa azul",275,5,67.5,0,0,0.012,40,,,"Emojeez, Fruit Flavored Gummies, Green Apple, Orange, Fruit Punch, Lemon, Cherry Blue Raspberry"
"Emojeez, Balas de Goma de Frutas, Sortidas","{""Healthy Food Brands Llc""}",acucares,openfoodfacts,0000790110040,"emojeez, balas de goma de frutas, sortidas",275,5,67.5,0,0,0.012,40,,,"Emojeez, Fruit Gummies, Assorted"
"Emojeez, Balas de Goma, Frutas","{""Healthy Food Brands Llc""}",acucares,openfoodfacts,0000790110019,"emojeez, balas de goma, frutas",275,5,67.5,0,0,0.012,40,,,"Emojeez, Gummies Candy, Fruit"
"Emojeez, Balas de Goma, Frutas (Healthy Food Brands Llc)","{""Healthy Food Brands Llc""}",acucares,openfoodfacts,0000790110057,"emojeez, balas de goma, frutas (healthy food brands llc)",275,5,67.5,0,0,0.012,40,,,"Emojeez, Gummies Candy, Fruit (Healthy Food Brands Llc)"
"Emojeez, Balas de Goma, Frutas Sortidas","{""Healthy Food Brands Llc""}",acucares,openfoodfacts,0000790110002,"emojeez, balas de goma, frutas sortidas",275,5,67.5,0,0,0.012,40,,,"Emojeez, Gummies, Assorted Fruits"
Empanadas,"{""La Banderita""}",outros,openfoodfacts,0027331096724,"empanadas ""la banderita""",417,4.15,59.5,18,1.41,0,13.8,8.31,,
Maçãs Empire,"{""Big Y"",""Big Y Foods  Inc.""}",outros,openfoodfacts,0018894900139,maçãs empire,37.1,0,9.28,0,2.08,,6.75,,,Empire Apples
Molho para Enchilada,"{""Food Lion""}",outros,openfoodfacts,0035826078223,molho para enchilada,33.3,2.78,5.55,0,2.83,0.001,2.78,,,Enchilada Sauce
Molho para Enchilada de Pimenta Verde,"{""Ala Orden""}",outros,openfoodfacts,0011110873316,molho para enchilada de pimenta verde,69.5,0,11.1,2.78,0,0.001,2.78,,,Enchilada Sauce Green Chile
"Molho para Enchilada, Picante","{""Casa Fiesta""}",outros,openfoodfacts,0017600082145,"molho para enchilada, picante",33,0,5,0.83,0,0.508,,,,"Enchilada Sauce, Hot"
Enchilada Suiza,"{""Sweet Earth Natural Foods""}",outros,openfoodfacts,0016741000131,"enchilada suiza ""sweet earth natural foods""",56.1,2.31,5.84,2.62,0.94,0,0.92,1.23,,
Molho para enchilada (Chi-Chi's),"{Chi-Chi's,""Hormel Foods  Llc""}",outros,openfoodfacts,0037600560047,molho para enchilada (chi-chi's),42,0,6.67,1.67,0,0.55,1.67,,,Enchilada sauce (Chi-Chi's)
Tilápia Crocante,{Roundy's},outros,openfoodfacts,0011150570183,tilápia crocante,198,11,15.7,10.2,1.59,0,2.35,1.18,,Encrusted Tilapia
"Endangered species chocolate, chocolate amargo recheado com creme, lavanda e menta","{""Endangered Species Chocolate""}",acucares,openfoodfacts,0037014000290,"endangered species chocolate, chocolate amargo recheado com creme, lavanda e menta",558,6.98,53.49,34.88,11.6,,32.56,20.93,,"Endangered species chocolate, creme filled dark chocolate, lavender mint"
"Endangered species chocolate, chocolate amargo recheado com creme natural, mirtilo e baunilha","{""Endangered Species Chocolate""}",acucares,openfoodfacts,0037014000245,"endangered species chocolate, chocolate amargo recheado com creme natural, mirtilo e baunilha",581,4.65,55.81,37.21,7,,39.53,20.93,,"Endangered species chocolate, natural creme filled dark chocolate, blueberry vanilla"
Bebida Energética de Frutas Vermelhas Mistas,"{""Windmill Health Products""}",outros,openfoodfacts,0035046059880,bebida energética de frutas vermelhas mistas,44.4,0,11.1,0,0,,11.1,,,Energized Mixed Berry Drink
Bolinhas Energéticas,"{""Betty Lou's Inc.""}",outros,openfoodfacts,0016073521441,bolinhas energéticas,866,41.7,100,33.3,20.8,0.001,54.1,6.24,,Energy Balls
Barras Energéticas,"{""Simple Truth""}",outros,openfoodfacts,0011110871145,barras energéticas,538,21.6,88.7,10.8,10.9,0,49.7,3.25,,Energy Bars
Barras Energéticas (Simple Truth),"{""Simple Truth""}",outros,openfoodfacts,0011110871183,barras energéticas (simple truth),541,23.8,82.2,13,8.68,0,45.4,2.16,,Energy Bars (Simple Truth)
Bebida Energética,{Amp},outros,openfoodfacts,0012000160219,bebida energética,4.7,0,1.16,0,0,0,1.16,,,Energy Drink
Bebida de café energética,{Starbucks},bebidas,openfoodfacts,0012000151743,bebida de café energética,45,2.26,7.67,0.68,0.2,0.038,6.55,0.34,,Energy coffee beverage
Bebida de café energética (Starbucks),{Starbucks},bebidas,openfoodfacts,0012000151828,bebida de café energética (starbucks),45,2.26,7.67,0.68,0.2,0.038,6.55,0.34,,Energy coffee beverage (Starbucks)
"Suco energético, cranberry e framboesa","{""Ocean Spray"",""Ocean Spray Cranberries  Inc.""}",bebidas,openfoodfacts,0031200011879,"suco energético, cranberry e framboesa",14,0,3.63,0,0,0.02,3.63,,,"Energy juice drink, cranberry raspberry"
"Energético, Mix de Bebida Aprimorado Com Cafeína, Vitaminas B",{Kroger},bebidas,openfoodfacts,0011110841957,"energético, mix de bebida aprimorado com cafeína, vitaminas b",200,20,20,0,0,,,,,"Energy, Enhanced Drink Mix With Caffeine, B Vitamins"
Creme Coagulado Inglês de Luxo,"{""The Devon Cream Company.""}",outros,openfoodfacts,0034463070119,creme coagulado inglês de luxo,533,0,0,53.3,0,0.02,,33.3,,English Luxury Clotted Cream
Sanduíches de Café da Manhã com English Muffin,{@Ease},outros,openfoodfacts,0036800415485,sanduíches de café da manhã com english muffin,164,8.47,19.8,5.65,0.67,0,1.41,2.12,,English Muffin Breakfast Sandwiches
Sanduíche de English Muffin,"{""Smart Ones""}",outros,openfoodfacts,0025800020324,sanduíche de english muffin,164,10.2,21.9,3.91,1.59,0,1.57,2.35,,English Muffin Sandwich
