name,aliases,category,source,external_id,search_text,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,brands,original_name_en
Chunk Like Tuna In Water,{Roundy's},outros,openfoodfacts,0011150049597,chunk like tuna in water roundy's,180,41.4,0,1.59,0,0.001,,,,
Chunk Style Deluxe Imitation Crab,{Spartan},outros,openfoodfacts,0011213015743,chunk style deluxe imitation crab spartan,105,11.1,15.2,0,0,0.001,4.15,,,
Chunk White Albacore Tuna In Water,{Roundy's},outros,openfoodfacts,0011150001298,chunk white albacore tuna in water roundy's,193,44.6,0,1.59,0,0.001,,,,
Chunk White Chicken Breast,"{""Clover Valley"",""Crider's  Inc.""}",outros,openfoodfacts,0019722167236,"chunk white chicken breast ""clover valley"",""crider's  inc.""",207,41.4,3.2,3.2,0,0.001,,1.59,,
Chunk White Chicken Breast with Rib Meat in Water,"{""Clover Valley""}",outros,openfoodfacts,0019722167212,"chunk white chicken breast with rib meat in water ""clover valley""",220,37.8,2.83,3.15,0,0.693,,,,
Chunk White Chicken In Buffalo Style Sauce,"{""Clover Valley""}",outros,openfoodfacts,0019722167946,"chunk white chicken in buffalo style sauce ""clover valley""",154,25.2,6.3,3.16,0,0.001,,,,
Chunk White Chicken In Water,"{""Harvest Creek""}",outros,openfoodfacts,0019722082300,"chunk white chicken in water ""harvest creek""",207,41.4,3.2,3.2,0,0.001,,,,
Chunk White Turkey In Water,"{""Clover Valley""}",outros,openfoodfacts,0019722163450,"chunk white turkey in water ""clover valley""",195,41.4,0,3.2,0,0.001,,,,
Chunk Yellowfin Tuna In Water,{Kroger},outros,openfoodfacts,0011110810298,chunk yellowfin tuna in water kroger,205,44.1,0,3.16,0,0.001,,,,
Chunked Turkey,{Brinkman's},outros,openfoodfacts,0033244000253,chunked turkey brinkman's,247,51,0,4.79,0,0.001,,,,
Chunked beef,"{""Brinkman Turkey Farms Inc.""}",pratos,openfoodfacts,0033244000024,"chunked beef ""brinkman turkey farms inc.""",232,30.36,0,10.71,0,0.375,,4.46,,
Chunked chicken,"{""Brinkman Turkey Farms Inc.""}",carnes,openfoodfacts,0033244000031,"chunked chicken ""brinkman turkey farms inc.""",143,28.57,0,2.68,0,0.375,,,,
Chunkey Mixed Fruit,"{""Del Monte Quality""}",outros,openfoodfacts,0024000015390,"chunkey mixed fruit ""del monte quality""",19,0,4.75,0,0.39,0,4.02,,,
Chunky Apple Sauce,{Musselman's},outros,openfoodfacts,0031323115621,chunky apple sauce musselman's,61,0,15.3,0,1.25,0,12.8,,,
Chunky Apple Sauce (Knouse Foods Inc.),"{""Knouse Foods  Inc.""}",outros,openfoodfacts,0037323115821,"chunky apple sauce (knouse foods inc.) ""knouse foods  inc.""",78.1,0,20.3,0,0.78,0.008,18,,,
Chunky Apple Sauce (Musselman's),{Musselman's},outros,openfoodfacts,0037323115111,chunky apple sauce (musselman's) musselman's,72,0,18,0,1.59,0,14.9,,,
Chunky Applesauce,{Kroger},outros,openfoodfacts,0011110850447,chunky applesauce kroger,59.8,0.65,14.3,0,0.65,,11.7,,,
Chunky Baked Potatoes With Cheddar & Bacon,"{""Food Lion""}",outros,openfoodfacts,0035826081704,"chunky baked potatoes with cheddar & bacon ""food lion""",32.7,1,4.16,1.33,0.33,0,0.34,0.34,,
Chunky Beef Soup,"{""Fred Meyer""}",outros,openfoodfacts,0011110866318,"chunky beef soup ""fred meyer""",20.9,1.33,3.33,0.25,0.49,0,0.67,6.8,,
Chunky Beef With Country Vegetables Soup,{Kroger},outros,openfoodfacts,0011110837400,chunky beef with country vegetables soup kroger,21.1,1.67,2.5,0.5,0.65,0,0.5,0.17,,
Chunky Beef With Homestyle Vegetables Ready To Serve Soup,"{""Food Club""}",outros,openfoodfacts,0036800203051,"chunky beef with homestyle vegetables ready to serve soup ""food club""",26.4,1.67,4,0.42,0.49,0,0.34,0.17,,
Chunky Beef With Vegetable Soup,"{""Family Dollar Stores Inc.""}",outros,openfoodfacts,0032251018367,"chunky beef with vegetable soup ""family dollar stores inc.""",26.4,1.67,4,0.42,0.49,0,0.34,0.17,,
Chunky Chicken & Dumplings Ready To Serve Soup,"{""Food Club""}",outros,openfoodfacts,0036800142206,"chunky chicken & dumplings ready to serve soup ""food club""",27.8,1.33,3,1.17,0.33,0,0.17,0.25,,
Chunky Chicken And Rice Soup,{P$$T...},outros,openfoodfacts,0011110846419,chunky chicken and rice soup p$$t...,11.5,0.5,2,0.17,0.16,0,0.17,,,
Chunky Chicken Corn Chowder,{Kroger},outros,openfoodfacts,0011110845849,chunky chicken corn chowder kroger,32.1,1.33,3.33,1.5,0.33,0,0.17,0.34,,
Chunky Chicken Noodle Soup,"{""Valu Time"",Topco}",outros,openfoodfacts,0011225122446,"chunky chicken noodle soup ""valu time"",topco",14.3,0.83,2,0.34,0.16,0,0.34,0.08,,
Chunky Chicken Noodle Soup (Food Lion),"{""Food Lion""}",outros,openfoodfacts,0035826070142,"chunky chicken noodle soup (food lion) ""food lion""",17.1,1.17,2.17,0.42,0.16,0,0.34,0.08,,
Chunky Chicken Noodle Soup (Giant Eagle),"{""Giant Eagle"",""Giant Eagle  Inc.""}",outros,openfoodfacts,0030034081942,"chunky chicken noodle soup (giant eagle) ""giant eagle"",""giant eagle  inc.""",20.5,1.17,2.83,0.5,0.16,0,0.34,0.17,,
Chunky Chicken Noodle Soup (Hanover),"{Hanover,""Hanover Foods Corporation""}",pratos,openfoodfacts,0028800130598,"chunky chicken noodle soup (hanover) hanover,""hanover foods corporation""",41,2.07,4.55,1.45,0.4,0.376,0.41,0.41,,
Chunky Chicken Noodle Soup (Western Family),"{""Western Family""}",outros,openfoodfacts,0015400170208,"chunky chicken noodle soup (western family) ""western family""",17.1,1.17,2.17,0.42,0.16,0,0.34,0.08,,
"Chunky Chocolate Chip Cookies, White Chip",{Chipmates},acucares,openfoodfacts,0011110015914,"chunky chocolate chip cookies, white chip chipmates",444.4,3.7,59.26,22.22,0,0.245,29.63,7.41,,
Chunky Clam Chowder,{Spartan},outros,openfoodfacts,0011213105864,chunky clam chowder spartan,45.3,1.17,4.16,2.67,0.49,0,0.5,0.42,,
Chunky Classic Salsa,"{""Signature Select""}",outros,openfoodfacts,0021130494262,"chunky classic salsa ""signature select""",33.3,0,10,0,3.33,0.833,3.33,,,
Chunky Classic Salsa (Signature Select),"{""Signature Select""}",outros,openfoodfacts,0021130494279,"chunky classic salsa (signature select) ""signature select""",33.3,0,10,0,3.33,0.833,3.33,,,
Chunky Classic Salsa Naturally Flavored,"{""Signature Select""}",outros,openfoodfacts,0021130494606,"chunky classic salsa naturally flavored ""signature select""",33.3,0,10,0,3.33,0.833,3.33,,,
Chunky Cut Choice Fruit Mix,"{""Western Family""}",outros,openfoodfacts,0015400012539,"chunky cut choice fruit mix ""western family""",36.4,0,9.1,0,0.65,0,7.15,,,
Chunky Garden Combination Sauce,"{RAGÚ,Unilever}",outros,openfoodfacts,0036200014981,"chunky garden combination sauce ragú,unilever",70,1.56,10.94,1.95,1.6,0.359,7.81,,,
Chunky Garden Combo Pasta Sauce,{Spartan},outros,openfoodfacts,0011213071824,chunky garden combo pasta sauce spartan,45.6,1.24,8.06,0.93,1.89,0,6.2,,,
Chunky Garden Combo Pasta Sauce (Food Lion),"{""Food Lion""}",outros,openfoodfacts,0035826078292,"chunky garden combo pasta sauce (food lion) ""food lion""",45.6,1.24,8.06,0.93,1.89,0,6.2,,,
Chunky Green Pepper & Mushroom Pasta Sauce,{Kroger},outros,openfoodfacts,0011110857446,chunky green pepper & mushroom pasta sauce kroger,55.2,1.83,8.55,1.52,1.8,0.33,5.49,,,
Chunky Mixed Fruit In Extra Light Syrup,"{""Del Monte""}",outros,openfoodfacts,0024000167105,"chunky mixed fruit in extra light syrup ""del monte""",39,0,9.76,0,0.65,0,8.45,,,
Chunky Mixed Fruit In Heavy Syrup,"{""Del Monte""}",outros,openfoodfacts,0024000167099,"chunky mixed fruit in heavy syrup ""del monte""",59.5,0,14.9,0,0.63,0,12.4,,,
Chunky New England Style Clam Chowder Ready To Serve Soup,"{""Food Lion""}",outros,openfoodfacts,0035826081674,"chunky new england style clam chowder ready to serve soup ""food lion""",29.5,0.83,3.17,1.5,0.16,0,0.17,0.25,,
Chunky Peanut Butter & Flaxseed Oil Blend,"{""Smart Balance""}",laticinios,openfoodfacts,0033776100353,"chunky peanut butter & flaxseed oil blend ""smart balance""",593.8,21.88,25,46.88,6.2,0.445,9.38,6.25,,
Chunky Peanut Butter & Flaxseed Oil Blend (Pinnacle Foods Group Llc),"{""Pinnacle Foods Group Llc"",""Smart Balance""}",bebidas,openfoodfacts,0033776100452,"chunky peanut butter & flaxseed oil blend (pinnacle foods group llc) ""pinnacle foods group llc"",""smart balance""",593.8,21.88,25,46.88,6.25,0.445,9.38,7.81,,
"Chunky Peanut Butter, Rich Roasted Peanut","{""Western Family""}",laticinios,openfoodfacts,0015400017152,"chunky peanut butter, rich roasted peanut ""western family""",625,21.88,18.75,50,6.2,0.381,9.38,9.38,,
Chunky Roasted Garlic Sauce,{RAGÚ},outros,openfoodfacts,0036200004883,chunky roasted garlic sauce ragú,62,1.56,10.16,1.95,1.6,0.372,7.03,,,
Chunky Salsa,"{""Trader Jose's""}",outros,openfoodfacts,00090339,"chunky salsa ""trader jose's""",44.4,0,11.1,0,0,2.26,11.1,,,
Chunky Salsa (Big Y),"{""Big Y""}",outros,openfoodfacts,0018894824114,"chunky salsa (big y) ""big y""",73.5,0,18.4,0,9.09,0.002,18.4,,,
Chunky Salsa (Matouk's),{Matouk's},outros,openfoodfacts,0036494021122,chunky salsa (matouk's) matouk's,44.4,0,11.1,0,0,0.004,11.1,,,
Chunky Salsa (Signature Select),"{""Signature Select""}",outros,openfoodfacts,0021130496952,"chunky salsa (signature select) ""signature select""",50,0,10,0,0,0.45,6.67,,,
Chunky Soup,{Spartan},outros,openfoodfacts,0011213021669,chunky soup spartan,27.8,1.33,3,1.17,0.33,0,0.17,0.25,,
Chunky Soup (Spartan),{Spartan},outros,openfoodfacts,0011213105871,chunky soup (spartan) spartan,31.8,1.67,3.67,1.17,0,0,0.34,0.5,,
Chunky Spaghetti Sauce,"{""Western Family Foods  Inc.""}",outros,openfoodfacts,0015400870054,"chunky spaghetti sauce ""western family foods  inc.""",50.3,1.22,7.94,1.52,1.25,0,5.49,,,
Chunky Style Applesauce,{Roundy's},outros,openfoodfacts,0011150001960,chunky style applesauce roundy's,51,0,12.8,0,1,,11.2,,,
Chunky Style Medium Salsa,"{""Margarita's Amigos""}",outros,openfoodfacts,0033954210942,"chunky style medium salsa ""margarita's amigos""",217,0,25.5,12.7,0,0.003,12.7,,,
Chunky Styles Crushed Tomatoes,"{""Big Y""}",outros,openfoodfacts,0018894755401,"chunky styles crushed tomatoes ""big y""",53.8,2.69,10.8,0,2.62,0,5.38,,,
Chunky Super Vegetable Primavera Sauce,{Ragu},outros,openfoodfacts,0036200004463,chunky super vegetable primavera sauce ragu,52.8,1.22,8.55,1.52,1.25,0,5.49,,,
Chunky Tomato Soup,"{""Full Circle""}",outros,openfoodfacts,0036800352896,"chunky tomato soup ""full circle""",15,0.34,2.67,0.34,0.33,0,1.5,0.25,,
Chunky Vegetable Beef Ready To Serve Soup,"{""Food Club"",""Topco Associates  Inc.""}",outros,openfoodfacts,0036800168343,"chunky vegetable beef ready to serve soup ""food club"",""topco associates  inc.""",20.9,1.5,3.17,0.25,0.49,0,0.34,0.08,,
Chunky With Beans,"{Hormel,""Hormel Foods Sales  Llc""}",outros,openfoodfacts,0037600293389,"chunky with beans hormel,""hormel foods sales  llc""",105,6.48,13.4,2.83,2.83,0.401,2.02,1.21,,
Chunky garden combo italian style pasta sauce,{Roundy's},outros,openfoodfacts,0011150084024,chunky garden combo italian style pasta sauce roundy's,70,1.56,10.16,1.95,1.6,0.359,7.03,,,
Chunky peaches,"{""Del Monte"",""Del Monte Foods""}",bebidas,openfoodfacts,0024000015239,"chunky peaches ""del monte"",""del monte foods""",63,0,15.87,0,0.8,0.004,15.08,,,
Chunky peanut butter,{Signature},bebidas,openfoodfacts,0021130466665,chunky peanut butter signature,562,21.9,25,46.9,6.25,0.312,9.38,7.81,,
Chunky sauce,{Rahu},outros,openfoodfacts,0036200004807,chunky sauce rahu,70,1.55,10.85,1.94,1.6,0.372,6.98,,,
Chunky steak & potato soup,"{""Food Lion""}",pratos,openfoodfacts,0035826081698,"chunky steak & potato soup ""food lion""",61,3.27,10.61,0.82,0.8,0.282,0.41,,,
Churn light style ice cream,{Spartan},acucares,openfoodfacts,0011213011578,churn light style ice cream spartan,217,5,30,8.33,1.7,0.1,25,5,,
Chutney,"{""Deep Chutney""}",outros,openfoodfacts,0011433114042,"chutney ""deep chutney""",260,0,65,0,0,1.2,60,,,
Chutney Mint,"{""Mirch Masala""}",outros,openfoodfacts,0011433156103,"chutney mint ""mirch masala""",425,0,50,25,25,0.014,,12.5,,
Ciao Chopped Salad,"{""Taylor Farms""}",outros,openfoodfacts,0030223049661,"ciao chopped salad ""taylor farms""",67.4,1.64,6.58,3.84,1.1,0,2.47,0.41,,
"Cibo naturals, pesto, artichoke lemon","{""Cibo Naturals""}",outros,openfoodfacts,0022009110634,"cibo naturals, pesto, artichoke lemon ""cibo naturals""",375,3.57,3.57,37.5,1.8,0.679,,4.46,,
"Cibo naturals, vegan sun-dried tomato pesto","{""Cibo Naturals""}",outros,openfoodfacts,0022009110610,"cibo naturals, vegan sun-dried tomato pesto ""cibo naturals""",417,5,15,38.33,5,0.683,5,3.33,,
"Cicero Beverage Co., Soda, Orange Cream","{""E. Formella & Sons  Inc.""}",bebidas,openfoodfacts,0018207990048,"cicero beverage co., soda, orange cream ""e. formella & sons  inc.""",48,0,12.96,0,0,0.008,12.96,,,
"Cicero Beverage Co., Sour Cherry Beverage","{""E. Formella & Sons  Inc.""}",bebidas,openfoodfacts,0018207990024,"cicero beverage co., sour cherry beverage ""e. formella & sons  inc.""",51,0,12.39,0,0,0.011,12.39,,,
"Cicero beverage co., root beer, salted caramel, salted caramel","{""Cicero Beverage Co.""}",bebidas,openfoodfacts,0018207990079,"cicero beverage co., root beer, salted caramel, salted caramel ""cicero beverage co.""",51,0,12.68,0,0,0.037,12.68,,,
Cider,"{""Market District"",""Giant Eagle  Inc.""}",outros,openfoodfacts,0030034099732,"cider ""market district"",""giant eagle  inc.""",20.4,0.18,4.93,0,0,,4.93,,,
Cider Juice,"{""Mayer Bros""}",outros,openfoodfacts,0022198008118,"cider juice ""mayer bros""",21.1,0,5.28,0,0,0,5.28,,,
Ciliegine,"{""Safeway  Inc.""}",laticinios,openfoodfacts,0021130154678,"ciliegine ""safeway  inc.""",250,17.86,3.57,17.86,0,0.232,,12.5,,
"Cindy's Kitchen, Caramelized Onion Dip With Shitake Mushroom","{""Finesse Records""}",outros,openfoodfacts,0034683604286,"cindy's kitchen, caramelized onion dip with shitake mushroom ""finesse records""",200,3.33,10,20,0,0.383,3.33,,,
"Cindy's Kitchen, Fire Roasted Red Pepper With Goat Cheese Dip","{""Finesse Records""}",outros,openfoodfacts,0034683603289,"cindy's kitchen, fire roasted red pepper with goat cheese dip ""finesse records""",100,0,6.67,10,0,0.6,6.67,,,
"Cindy's Kitchen, Gorgonzola And White Balsamic Dressing Marinade","{""Finesse Records""}",outros,openfoodfacts,0034683387288,"cindy's kitchen, gorgonzola and white balsamic dressing marinade ""finesse records""",467,0,3.33,46.67,0,0.542,3.33,3.33,,
"Cindy's Kitchen, Rich & Creamy Soy Dip","{""Finesse Records""}",outros,openfoodfacts,0034683352422,"cindy's kitchen, rich & creamy soy dip ""finesse records""",200,3.33,10,20,0,0.383,3.33,,,
"Cindy's Kitchen, Roasted Red Pepper Dressing Marinade","{""Finesse Records""}",outros,openfoodfacts,0034683371287,"cindy's kitchen, roasted red pepper dressing marinade ""finesse records""",200,0,6.67,20,0,0.745,3.33,,,
"Cindy's Kitchen, Sundried Tomato Dressing Marinade","{""Finesse Records""}",outros,openfoodfacts,0034683375285,"cindy's kitchen, sundried tomato dressing marinade ""finesse records""",83,0,16.67,0,0,0.678,16.67,,,
"Cindy's kitchen, skinny dressing marinade, fig tahini","{""Cindy's Kitchen""}",outros,openfoodfacts,0034683348784,"cindy's kitchen, skinny dressing marinade, fig tahini ""cindy's kitchen""",200,3.33,43.33,5,0,0.05,23.33,,,
"Cindy's kitchen, ultimate cooking sauce, original korean bbq","{""Cindy's Kitchen""}",outros,openfoodfacts,0034683350251,"cindy's kitchen, ultimate cooking sauce, original korean bbq ""cindy's kitchen""",167,0,40,0,0,1.533,33.33,,,
Cinn-a-butter sliced creme cake,"{""Sweet P's Bake Shop""}",acucares,openfoodfacts,0011225122644,"cinn-a-butter sliced creme cake ""sweet p's bake shop""",311,4.44,31.11,17.78,0,0.444,22.22,3.33,,
Cinnamon & Rice Drink,"{""Juicy Whip Inc.""}",outros,openfoodfacts,0029169196478,"cinnamon & rice drink ""juicy whip inc.""",24.6,0,4.76,0.62,0,0,3.35,0.62,,
Cinnamon Apple Sauce,"{""Lucky Leaf""}",outros,openfoodfacts,0028500114157,"cinnamon apple sauce ""lucky leaf""",71.8,0,17.9,0,1.59,0,14.8,,,
Cinnamon Apple Sauce (Family Gourmet),"{""Family Gourmet""}",outros,openfoodfacts,0032251028991,"cinnamon apple sauce (family gourmet) ""family gourmet""",61,0,15.3,0,1.25,0,12.8,,,
Cinnamon Apple Sauce (Musselman's),{Musselman's},outros,openfoodfacts,0037323114305,cinnamon apple sauce (musselman's) musselman's,42.9,0,10.7,0,0.71,0,8.65,,,
Cinnamon Apple Sauce (Restaurant Item),"{""Restaurant Item""}",outros,openfoodfacts,0036192122961,"cinnamon apple sauce (restaurant item) ""restaurant item""",47.1,0,11.8,0,1.26,,9.92,,,
Cinnamon Apples,"{""Hormel Foods Corporation""}",outros,openfoodfacts,0037600166447,"cinnamon apples ""hormel foods corporation""",81,0,16.6,1.6,0.64,0,12.8,,,
Cinnamon Applesauce,{Kroger},outros,openfoodfacts,0011110786708,cinnamon applesauce kroger,55.4,0,13.9,0,1.27,0,10.7,,,
Cinnamon Applesauce (Kroger),{Kroger},outros,openfoodfacts,0011110819208,cinnamon applesauce (kroger) kroger,65.5,0,16.4,0,0.79,0,12.5,,,
Cinnamon Applesauce (Restaurant Item),"{""Restaurant Item""}",outros,openfoodfacts,0015400190749,"cinnamon applesauce (restaurant item) ""restaurant item""",43.9,0,11,0,0.62,0,9.77,,,
Cinnamon Applesauce (Simple Truth Organic),"{""Simple Truth Organic""}",outros,openfoodfacts,0011110856777,"cinnamon applesauce (simple truth organic) ""simple truth organic""",61.9,0,15,0,0.8,,12.4,,,
Cinnamon Chewy Bars,{Kashi},cereais,openfoodfacts,0018627107132,cinnamon chewy bars kashi,420,9.7,60.2,19.1,10.4,0.33,21.1,6.8,,
Cinnamon Crumb Loaf Cake,"{""Aryzta  Llc""}",acucares,openfoodfacts,0013087901115,"cinnamon crumb loaf cake ""aryzta  llc""",403.5,5.26,56.14,19.3,1.75,0.421,29.82,5.26,,
Cinnamon Jelly Hearts,{Brach's},outros,openfoodfacts,0011300011566,cinnamon jelly hearts brach's,323,0,83.9,0,0,0.048,58.1,,,
Cinnamon Pecan Cake,"{""B.C. Bundt""}",outros,openfoodfacts,0016289216186,"cinnamon pecan cake ""b.c. bundt""",571,6.37,86.1,22.3,0,0.001,54.2,3.2,,
Cinnamon Pull A Part Rolls,"{""Lone Star Consolidated""}",outros,openfoodfacts,0030291056004,"cinnamon pull a part rolls ""lone star consolidated""",569,6.3,84,23.1,4.2,0,46.2,9.45,,
Cinnamon Raisin Bagels,{Roundy's},outros,openfoodfacts,0011150040761,cinnamon raisin bagels roundy's,355,10.7,74.7,1.52,3.09,0.001,10.7,,,
Cinnamon Raisin Bread,"{""Signature Kitchens"",""Safeway  Inc.""}",outros,openfoodfacts,0021130181506,"cinnamon raisin bread ""signature kitchens"",""safeway  inc.""",250,7.14,53.6,1.79,3.57,0.357,21.4,,,
Cinnamon Raisin English Muffins,"{""Signature Kitchens"",""Safeway  Inc.""}",outros,openfoodfacts,0021130119837,"cinnamon raisin english muffins ""signature kitchens"",""safeway  inc.""",310,9.92,65.5,0.99,1.97,0.001,13.9,,,
Cinnamon Raisin Swirl Bagels,"{""Redner's Warehouse Markets"",""Chiu Hop Company""}",outros,openfoodfacts,0015984510414,"cinnamon raisin swirl bagels ""redner's warehouse markets"",""chiu hop company""",304,8.86,62.1,2.22,2.21,0,11.1,,,
Cinnamon Roll,{L'A'Rabar},outros,openfoodfacts,0021908515151,cinnamon roll l'a'rabar,444,8.89,53.3,22.2,8.89,0.067,40,2.22,,
Cinnamon Roll Maple Icing,"{""Walnut Creek Foods""}",outros,openfoodfacts,0025555991870,"cinnamon roll maple icing ""walnut creek foods""",323,3.23,59.7,9.68,0,0.001,55.7,1.46,,
Cinnamon Rolls,"{""Sweet P's Bake Shop""}",outros,openfoodfacts,0011225130533,"cinnamon rolls ""sweet p's bake shop""",656,6.16,95.4,27.7,3.16,0.001,49.2,6.16,,
Cinnamon Rolls (Tastykake),"{Tastykake,""Tasty Baking Company""}",outros,openfoodfacts,0025600005613,"cinnamon rolls (tastykake) tastykake,""tasty baking company""",324,5.88,61.8,7.35,4.41,0.25,26.5,3.68,,
Cinnamon Rolls (Two Bite),"{""Two Bite"",""Food Lion""}",outros,openfoodfacts,0035826096050,"cinnamon rolls (two bite) ""two bite"",""food lion""",656,9.23,92.3,27.7,3.16,0.001,49.2,7.7,,
Cinnamon Rolls With Cream Cheese Icing,"{Kroger,""The Kroger Co.""}",outros,openfoodfacts,0011110907066,"cinnamon rolls with cream cheese icing kroger,""the kroger co.""",318,4.54,52.3,11.4,2.27,0.659,22.7,4.55,,
Cinnamon Rolls with Icing,{Annie's},outros,openfoodfacts,0013562490189,cinnamon rolls with icing annie's,323,4.04,53.5,11.1,2.02,0.758,24.2,4.55,,
Cinnamon Rum,"{""Giant Eagle  Inc.""}",outros,openfoodfacts,0030034088378,"cinnamon rum ""giant eagle  inc.""",308,6.69,40.1,13.4,0,0,33.4,11.1,,
Cinnamon Schoolbook Cookies,"{""Trader Joe's""}",acucares,openfoodfacts,00214036,"cinnamon schoolbook cookies ""trader joe's""",433,6.67,76.7,13.3,3.33,0.237,26.7,6.67,,
Cinnamon Schoolbook Cookies (Trader Joe's),"{""Trader Joe's""}",acucares,openfoodfacts,00274036,"cinnamon schoolbook cookies (trader joe's) ""trader joe's""",467,6.67,76.7,13.3,3.33,0.233,26.7,6.67,,
Cinnamon Spice Fruit Dip,"{""Oc Salsa Rica""}",outros,openfoodfacts,0035223080072,"cinnamon spice fruit dip ""oc salsa rica""",856,11.1,77.8,55.6,11,0.001,66.7,33.3,,
Cinnamon Waffles,{Roundy's},outros,openfoodfacts,0011150528962,cinnamon waffles roundy's,435,6.13,61.2,18.4,2,0.001,8.16,3.06,,
Cinnamon bears,"{""Eillien's Candies"",""Eillien's Candies Inc.""}",acucares,openfoodfacts,0034952583106,"cinnamon bears ""eillien's candies"",""eillien's candies inc.""",333,0,83.33,0,0,0.028,55.56,,,
Cinnamon bun swirl flavored advanced nutrition drizzled crisps,"{""Ksf Acquisition Corporation""}",acucares,openfoodfacts,0008346802524,"cinnamon bun swirl flavored advanced nutrition drizzled crisps ""ksf acquisition corporation""",357,10.71,71.43,10.71,17.9,0.536,25,8.93,,
Cinnamon chocolate spread,{Better'N},laticinios,openfoodfacts,0016459400223,cinnamon chocolate spread better'n,312,12.5,40.62,6.25,6.2,0.594,6.25,,,
"Cinnamon crumb mini loaf cakes, cinnamon crumb","{""Otis Spunkmeyer""}",acucares,openfoodfacts,0013087207774,"cinnamon crumb mini loaf cakes, cinnamon crumb ""otis spunkmeyer""",421,5.26,56.14,19.3,1.8,0.351,29.82,5.26,,
"Cinnamon flavored applesauce, cinnamon","{""Food Club""}",bebidas,openfoodfacts,0036800221420,"cinnamon flavored applesauce, cinnamon ""food club""",71,0,18.58,0,1.8,0.009,16.81,,,
"Cinnamon graham crackers, cinnamon","{""Food Club""}",acucares,openfoodfacts,0036800130616,"cinnamon graham crackers, cinnamon ""food club""",419,6.45,77.42,11.29,6.5,0.548,25.81,1.61,,
Cinnamon graham stix,{Kroger},acucares,openfoodfacts,0011110088499,cinnamon graham stix kroger,433.3,6.67,73.33,13.33,6.67,0.288,23.33,1.67,,
Cinnamon mini donuts,"{Tastykake,""Tasty Baking Company""}",outros,openfoodfacts,0025600085059,"cinnamon mini donuts tastykake,""tasty baking company""",410.7,3.57,58.93,19.64,1.8,0.435,28.57,8.93,,
"Cinnamon nut, almonds, sunflower seeds, raisins fruit nut & seed mix, cinnamon nut, almonds, sunflower seeds, raisins",{Larabar},acucares,openfoodfacts,0021908488240,"cinnamon nut, almonds, sunflower seeds, raisins fruit nut & seed mix, cinnamon nut, almonds, sunflower seeds, raisins larabar",571,17.14,34.29,40,5.7,0.029,22.86,4.29,,
"Cinnamon roll instant oatmeal, cinnamon roll","{""Food Club""}",bebidas,openfoodfacts,0036800047013,"cinnamon roll instant oatmeal, cinnamon roll ""food club""",372,9.3,76.74,4.65,7,0.488,30.23,,,
Cinnamon streusel cakes,"{""Little Debbie""}",acucares,openfoodfacts,0024300044441,"cinnamon streusel cakes ""little debbie""",391,4.35,56.52,15.22,0,0.5,32.61,3.26,,
"Cinnamon, Cayenne & Cherries + Dark Chocolate 60% Cocoa","{""Endangered Species"",""Endangered Species Chocolate""}",acucares,openfoodfacts,0037014000375,"cinnamon, cayenne & cherries + dark chocolate 60% cocoa ""endangered species"",""endangered species chocolate""",558,4.65,55.81,32.56,9.3,,37.21,20.93,,
"Cipriani's, Egg Noodle, Extra Wide","{""Cipriani's Pasta & Sauce""}",bebidas,openfoodfacts,0031434004005,"cipriani's, egg noodle, extra wide ""cipriani's pasta & sauce""",345,12.73,72.73,1.82,3.6,,1.82,,,
"Circle k, favorites, chewy fruity candy, cherry sours","{""Circle K"",""Holiday Candy Corp  Inc.""}",acucares,openfoodfacts,0023637428535,"circle k, favorites, chewy fruity candy, cherry sours ""circle k"",""holiday candy corp  inc.""",375,0,90,0,0,,67.5,,,
"Circle k, favorites, chocolate double dipped peanuts","{""Circle K"",""Holiday Candy Corp  Inc.""}",acucares,openfoodfacts,0023637428665,"circle k, favorites, chocolate double dipped peanuts ""circle k"",""holiday candy corp  inc.""",500,7.5,62.5,27.5,2.5,0.062,55,15,,
"Circle k, favorites, gummi worms","{""Circle K"",""Holiday Candy Corp  Inc.""}",acucares,openfoodfacts,0023637428573,"circle k, favorites, gummi worms ""circle k"",""holiday candy corp  inc.""",316,7.89,73.68,0,0,0.039,42.11,,,
"Circle k, favorites, kettle chips, jalapeno","{""Circle K"",""Shearer's Foods Inc.""}",acucares,openfoodfacts,0037578617194,"circle k, favorites, kettle chips, jalapeno ""circle k"",""shearer's foods inc.""",536,7.14,60.71,28.57,3.6,0.464,7.14,3.57,,
"Circle k, favorites, kettle chips, jalapeno (Circle K)","{""Circle K"",""Shearer's Foods Inc.""}",acucares,openfoodfacts,0037578617996,"circle k, favorites, kettle chips, jalapeno (circle k) ""circle k"",""shearer's foods inc.""",536,7.14,60.71,28.57,3.6,0.536,7.14,3.57,,
"Circle k, favorites, orange slices sweet chewy candy","{""Circle K"",""Holiday Candy Corp  Inc.""}",acucares,openfoodfacts,0023637428634,"circle k, favorites, orange slices sweet chewy candy ""circle k"",""holiday candy corp  inc.""",349,0,86.05,0,0,,55.81,,,
"Circle k, favorites, peach rings","{""Circle K"",""Holiday Candy Corp  Inc.""}",acucares,openfoodfacts,0023637428559,"circle k, favorites, peach rings ""circle k"",""holiday candy corp  inc.""",325,5,75,0,0,0.05,47.5,,,
